[2026-08-24 19:29:52.096473][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4500 handle=4 transport_handle=4 opcode=1 direct=2 segments=1 bytes=10 status=1 api_status=0 submitted_ts_us=1787570992096374 completed_ts_us=1787570992096471 manager_get_status_ts_us=1787570992096435 backend_query_ts_us=1787570992096449 submit_us=237 transfer_us=97 manager_to_backend_query_us=13 total_us=334 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:52.096487][UC][I] [PERF] component=drampool event=request_done request_id=2 opcode=0 peer=127.0.0.1:4500 batch_size=2 data_bytes=0 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787570992095826 worker_started_ts_us=1787570992095962 data_transfer_submitted_ts_us=0 data_transfer_completed_ts_us=0 response_submitted_ts_us=1787570992096433 completed_ts_us=1787570992096483 data_tm_execute_async_ts_us=0 data_hixl_execute_async_ts_us=0 data_tm_get_status_ts_us=0 data_hixl_query_handle_ts_us=0 response_tm_execute_async_ts_us=1787570992096134 response_hixl_execute_async_ts_us=1787570992096161 response_tm_get_status_ts_us=1787570992096435 response_hixl_query_handle_ts_us=1787570992096449 request_queue_us=136 metadata_prepare_us=2 taskworker_prepare_us=10 poller_queue_us=152 data_transfer_us=0 metadata_settle_us=0 response_slot_wait_us=156 response_submit_us=306 response_transfer_us=49 data_tm_to_hixl_execute_async_us=0 data_tm_to_hixl_query_handle_us=0 response_tm_to_hixl_execute_async_us=27 response_tm_to_hixl_query_handle_us=13 total_us=658 [4173,4186][completion_poller.cc:56,LogRequestDone]
[2026-08-24 19:29:52.100501][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=5 transport_handle=5 opcode=1 direct=2 segments=108 bytes=7962624 submitted_ts_us=1787570992100499 manager_execute_async_ts_us=1787570992100279 backend_execute_async_ts_us=1787570992100312 manager_to_backend_execute_async_us=33 submit_us=212 [4173,4187][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:29:52.100801][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=5 transport_handle=5 opcode=1 direct=2 segments=108 bytes=7962624 status=1 api_status=0 submitted_ts_us=1787570992100499 completed_ts_us=1787570992100800 manager_get_status_ts_us=1787570992100773 backend_query_ts_us=1787570992100784 submit_us=212 transfer_us=301 manager_to_backend_query_us=11 total_us=513 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:52.100955][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=6 transport_handle=6 opcode=1 direct=2 segments=1 bytes=63 submitted_ts_us=1787570992100954 manager_execute_async_ts_us=1787570992100853 backend_execute_async_ts_us=1787570992100867 manager_to_backend_execute_async_us=13 submit_us=100 [4173,4186][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:29:52.100993][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4501 handle=6 transport_handle=6 opcode=1 direct=2 segments=1 bytes=63 status=1 api_status=0 submitted_ts_us=1787570992100954 completed_ts_us=1787570992100991 manager_get_status_ts_us=1787570992100964 backend_query_ts_us=1787570992100976 submit_us=100 transfer_us=38 manager_to_backend_query_us=12 total_us=138 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:52.101003][UC][I] [PERF] component=drampool event=request_done request_id=2 opcode=2 peer=127.0.0.1:4501 batch_size=108 data_bytes=7962624 failed_items=0 status=SUCCESS failed_stage=NONE received_ts_us=1787570992100211 worker_started_ts_us=1787570992100231 data_transfer_submitted_ts_us=1787570992100559 data_transfer_completed_ts_us=1787570992100817 response_submitted_ts_us=1787570992100963 completed_ts_us=1787570992101000 data_tm_execute_async_ts_us=1787570992100279 data_hixl_execute_async_ts_us=1787570992100312 data_tm_get_status_ts_us=1787570992100773 data_hixl_query_handle_ts_us=1787570992100784 response_tm_execute_async_ts_us=1787570992100853 response_hixl_execute_async_ts_us=1787570992100867 response_tm_get_status_ts_us=1787570992100964 response_hixl_query_handle_ts_us=1787570992100976 request_queue_us=20 metadata_prepare_us=44 taskworker_prepare_us=329 poller_queue_us=41 data_transfer_us=258 metadata_settle_us=33 response_slot_wait_us=2 response_submit_us=111 response_transfer_us=36 data_tm_to_hixl_execute_async_us=33 data_tm_to_hixl_query_handle_us=11 response_tm_to_hixl_execute_async_us=13 response_tm_to_hixl_query_handle_us=12 total_us=789 [4173,4186][completion_poller.cc:56,LogRequestDone]
[2026-08-24 19:29:52.103220][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=7 transport_handle=7 opcode=1 direct=2 segments=108 bytes=7962624 submitted_ts_us=1787570992103218 manager_execute_async_ts_us=1787570992100583 backend_execute_async_ts_us=1787570992100611 manager_to_backend_execute_async_us=28 submit_us=2635 [4173,4187][transport_manager.cpp:674,ExecuteAsync]
[2026-08-24 19:29:52.105124][UC][I] [PERF] component=transport event=transfer_done manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=7 transport_handle=7 opcode=1 direct=2 segments=108 bytes=7962624 status=1 api_status=0 submitted_ts_us=1787570992103218 completed_ts_us=1787570992105122 manager_get_status_ts_us=1787570992105096 backend_query_ts_us=1787570992105104 submit_us=2635 transfer_us=1903 manager_to_backend_query_us=8 total_us=4538 [4173,4186][transport_manager.cpp:714,GetStatus]
[2026-08-24 19:29:52.105269][UC][I] [PERF] component=transport event=transfer_submitted manager=127.0.0.1:8000 target=127.0.0.1:4502 handle=8 transport_handle=8 opcode=1 direct=2 segments=1 bytes=63 submitted_ts_us=1787570992105267 manager_execute_async_ts_us=1787570992105151 backend_execute_async_ts_us=1787570992105161 manager_to_backend_execute_async_us=10 submit_us=116 [4173,4186][transport_manager.cpp:674,ExecuteAsync]
