run	request_id	opcode	peer	batch_size	data_bytes	status	request_queue_us	metadata_prepare_us	taskworker_prepare_us	poller_queue_us	data_transfer_us	metadata_settle_us	response_slot_wait_us	response_submit_us	response_transfer_us	data_tm_to_hixl_execute_async_us	data_tm_to_hixl_query_handle_us	response_tm_to_hixl_execute_async_us	response_tm_to_hixl_query_handle_us	total_us
stress_tp4_b8_run01	2	2	127.0.0.1:4503	108	7962624	SUCCESS	2222	12	377	32	2069	12	0	107	3439	31	4	5	147	8226
stress_tp4_b8_run01	3	2	127.0.0.1:4503	108	7962624	SUCCESS	2595	13	210	243	2204	9	0	108	3253	13	5	5	95	8377
stress_tp4_b8_run01	4	2	127.0.0.1:4503	108	7962624	SUCCESS	2760	13	204	38	2404	22	0	136	2997	11	5	6	133	8522
stress_tp4_b8_run01	5	2	127.0.0.1:4503	108	7962624	SUCCESS	2961	13	177	285	2672	22	0	114	2751	9	5	5	117	8698
stress_tp4_b8_run01	1	2	127.0.0.1:4504	108	7962624	SUCCESS	3277	12	1948	303	841	23	1	216	2681	11	98	108	10	8987
stress_tp4_b8_run01	2	2	127.0.0.1:4504	108	7962624	SUCCESS	5222	29	233	69	895	21	0	111	2691	11	5	6	128	9172
stress_tp4_b8_run01	6	2	127.0.0.1:4503	108	7962624	SUCCESS	3138	13	208	76	5514	22	0	108	1482	27	104	5	7	10471
stress_tp4_b8_run01	3	2	127.0.0.1:4504	108	7962624	SUCCESS	5453	29	201	825	3716	26	1	203	853	9	131	103	5	10453
stress_tp4_b8_run01	4	2	127.0.0.1:4504	108	7962624	SUCCESS	5652	13	189	635	3931	23	1	207	513	10	121	100	6	10515
stress_tp4_b8_run01	5	2	127.0.0.1:4504	108	7962624	SUCCESS	5839	31	186	448	4029	9	0	110	389	9	5	6	5	10561
stress_tp4_b8_run01	6	2	127.0.0.1:4504	108	7962624	SUCCESS	6025	13	183	265	4008	7	1	107	271	11	6	5	5	10601
stress_tp4_b8_run01	1	2	127.0.0.1:4502	108	7962624	SUCCESS	4701	31	1613	2509	2842	7	1	102	1766	9	5	5	6	11031
stress_tp4_b8_run01	2	2	127.0.0.1:4502	108	7962624	SUCCESS	6246	30	224	2285	2774	7	1	100	1667	12	6	5	5	11018
stress_tp4_b8_run01	3	2	127.0.0.1:4502	108	7962624	SUCCESS	6467	13	169	2115	2752	7	1	100	1573	9	6	5	4	11069
stress_tp4_b8_run01	4	2	127.0.0.1:4502	108	7962624	SUCCESS	6632	13	193	1921	2722	6	1	99	1463	9	5	5	5	11116
stress_tp4_b8_run01	5	2	127.0.0.1:4502	108	7962624	SUCCESS	6814	14	165	1755	2707	7	0	94	1375	11	5	4	5	11162
stress_tp4_b8_run01	6	2	127.0.0.1:4502	108	7962624	SUCCESS	6977	12	164	1590	2694	7	1	99	1279	10	5	5	4	11220
stress_tp4_b8_run01	3	2	127.0.0.1:4501	108	7962624	SUCCESS	5962	12	200	1390	2642	7	0	97	1193	11	5	5	7	10100
stress_tp4_b8_run01	4	2	127.0.0.1:4501	108	7962624	SUCCESS	6110	29	196	1193	2601	7	0	99	1087	10	5	4	5	10099
stress_tp4_b8_run01	5	2	127.0.0.1:4501	108	7962624	SUCCESS	6279	13	192	1000	2562	7	0	99	994	10	5	5	5	10133
stress_tp4_b8_run01	6	2	127.0.0.1:4501	108	7962624	SUCCESS	6428	13	175	823	2545	6	1	98	880	12	5	5	5	10132
stress_tp4_b8_run01	7	2	127.0.0.1:4501	108	7962624	SUCCESS	6602	32	228	594	2468	7	0	108	771	36	5	5	4	10184
stress_tp4_b8_run01	8	2	127.0.0.1:4501	108	7962624	SUCCESS	6829	13	168	425	2469	8	0	107	655	13	6	5	4	10236
stress_tp4_b8_run01	9	0	127.0.0.1:4500	2	0	SUCCESS	8	1	5	26	0	0	29	442	77	0	0	25	8	562
stress_tp4_b8_run01	10	0	127.0.0.1:4500	2	0	SUCCESS	3	0	2	112	0	0	113	166	59	0	0	7	7	343
stress_tp4_b8_run01	11	0	127.0.0.1:4500	2	0	SUCCESS	106	0	2	38	0	0	40	140	100	0	0	6	5	388
stress_tp4_b8_run01	12	0	127.0.0.1:4500	2	0	SUCCESS	36	0	2	138	0	0	139	119	45	0	0	7	6	341
stress_tp4_b8_run01	13	0	127.0.0.1:4500	2	0	SUCCESS	130	0	1	3	0	0	4	135	54	0	0	7	6	325
stress_tp4_b8_run01	14	0	127.0.0.1:4500	2	0	SUCCESS	18	1	1	49	0	0	49	128	62	0	0	6	6	258
stress_tp4_b8_run01	15	0	127.0.0.1:4500	2	0	SUCCESS	147	0	1	95	0	0	96	120	56	0	0	7	6	419
stress_tp4_b8_run01	16	0	127.0.0.1:4500	2	0	SUCCESS	15	1	2	132	0	0	133	117	55	0	0	6	6	321
stress_tp4_b8_run01	7	2	127.0.0.1:4503	108	7962624	SUCCESS	8	21	354	114	699	28	1	610	619	29	135	473	133	2318
stress_tp4_b8_run01	7	2	127.0.0.1:4504	108	7962624	SUCCESS	341	14	257	42	1138	21	0	124	491	12	7	6	6	2371
stress_tp4_b8_run01	8	2	127.0.0.1:4504	108	7962624	SUCCESS	539	14	181	28	1161	20	0	126	370	8	6	5	6	2397
stress_tp4_b8_run01	8	2	127.0.0.1:4503	108	7962624	SUCCESS	711	12	193	1113	1570	21	1	234	2798	9	7	75	16	5527
stress_tp4_b8_run01	9	2	127.0.0.1:4503	108	7962624	SUCCESS	868	13	586	526	1350	21	0	155	2681	9	6	6	109	5660
stress_tp4_b8_run01	10	2	127.0.0.1:4503	108	7962624	SUCCESS	1452	32	279	248	1303	21	1	106	2664	61	6	6	108	5826
stress_tp4_b8_run01	11	2	127.0.0.1:4503	108	7962624	SUCCESS	1729	31	211	36	1270	21	0	110	2651	11	7	5	112	5992
stress_tp4_b8_run01	12	2	127.0.0.1:4503	108	7962624	SUCCESS	1940	30	206	1194	1437	21	1	110	2444	8	5	6	106	6159
stress_tp4_b8_run01	13	2	127.0.0.1:4503	108	7962624	SUCCESS	2092	12	227	967	1395	21	1	134	2394	8	6	6	104	6264
stress_tp4_b8_run01	9	2	127.0.0.1:4504	108	7962624	SUCCESS	2431	30	217	574	1356	21	1	190	2457	8	101	89	8	6672
stress_tp4_b8_run01	10	2	127.0.0.1:4504	108	7962624	SUCCESS	2647	13	180	393	1546	21	1	191	2146	9	108	93	6	6731
stress_tp4_b8_run01	11	2	127.0.0.1:4504	108	7962624	SUCCESS	2826	30	177	215	1744	22	0	233	1784	9	110	123	5	6785
stress_tp4_b8_run01	12	2	127.0.0.1:4504	108	7962624	SUCCESS	3003	30	181	34	1976	22	0	107	1552	8	101	8	6	6840
stress_tp4_b8_run01	14	2	127.0.0.1:4503	108	7962624	SUCCESS	2318	12	174	792	3954	23	0	214	1903	12	119	97	7	8586
stress_tp4_b8_run01	13	2	127.0.0.1:4504	108	7962624	SUCCESS	3183	30	186	1918	3530	8	1	102	1572	9	5	6	6	8581
stress_tp4_b8_run01	14	2	127.0.0.1:4504	108	7962624	SUCCESS	3368	12	154	1764	3534	6	1	101	1467	9	5	6	5	8630
stress_tp4_b8_run01	9	2	127.0.0.1:4501	108	7962624	SUCCESS	3522	31	266	1497	3431	7	0	102	1361	18	6	6	6	8689
stress_tp4_b8_run01	10	2	127.0.0.1:4501	108	7962624	SUCCESS	3787	31	175	1321	3418	7	0	101	1255	9	6	6	6	8743
stress_tp4_b8_run01	11	2	127.0.0.1:4501	108	7962624	SUCCESS	3961	13	158	1163	3418	6	1	114	1145	8	5	6	5	8802
stress_tp4_b8_run01	12	2	127.0.0.1:4501	108	7962624	SUCCESS	4113	31	212	950	3373	7	1	100	1056	37	6	5	7	8862
stress_tp4_b8_run01	13	2	127.0.0.1:4501	108	7962624	SUCCESS	4323	13	157	792	3379	7	0	99	950	9	6	6	6	8915
stress_tp4_b8_run01	14	2	127.0.0.1:4501	108	7962624	SUCCESS	4479	32	213	578	3323	7	1	106	836	35	7	6	6	8964
stress_tp4_b8_run01	15	2	127.0.0.1:4501	108	7962624	SUCCESS	4691	13	196	381	3288	7	0	108	725	17	5	6	8	9015
stress_tp4_b8_run01	16	2	127.0.0.1:4501	108	7962624	SUCCESS	4886	31	209	172	3237	7	0	106	625	42	5	6	5	9070
stress_tp4_b8_run01	7	2	127.0.0.1:4502	108	7962624	SUCCESS	5094	13	206	3143	3826	7	1	109	1201	20	8	6	6	10444
stress_tp4_b8_run01	8	2	127.0.0.1:4502	108	7962624	SUCCESS	5299	30	178	2964	3819	7	0	112	1083	9	6	6	6	10498
stress_tp4_b8_run01	9	2	127.0.0.1:4502	108	7962624	SUCCESS	5475	12	164	2799	3821	7	1	117	974	9	6	6	6	10559
stress_tp4_b8_run01	10	2	127.0.0.1:4502	108	7962624	SUCCESS	5638	13	166	2633	3826	7	1	104	876	11	6	6	6	10617
stress_tp4_b8_run01	11	2	127.0.0.1:4502	108	7962624	SUCCESS	5803	13	164	2468	3824	6	1	108	763	10	6	6	5	10668
stress_tp4_b8_run01	12	2	127.0.0.1:4502	108	7962624	SUCCESS	5960	13	163	2304	3824	6	1	102	665	11	6	6	5	10721
stress_tp4_b8_run01	13	2	127.0.0.1:4502	108	7962624	SUCCESS	6122	13	181	2122	3797	7	1	110	550	10	5	6	6	10767
stress_tp4_b8_run01	14	2	127.0.0.1:4502	108	7962624	SUCCESS	6302	12	166	1955	3796	7	1	99	448	10	6	6	6	10818
stress_tp4_b8_run01	17	0	127.0.0.1:4500	2	0	SUCCESS	8	1	7	131	0	0	135	558	81	0	0	30	8	789
stress_tp4_b8_run01	18	0	127.0.0.1:4500	2	0	SUCCESS	88	1	1	24	0	0	24	170	59	0	0	7	6	343
stress_tp4_b8_run01	19	0	127.0.0.1:4500	2	0	SUCCESS	65	0	1	106	0	0	107	138	59	0	0	6	6	371
stress_tp4_b8_run01	20	0	127.0.0.1:4500	2	0	SUCCESS	71	0	2	7	0	0	8	135	49	0	0	7	6	264
stress_tp4_b8_run01	21	0	127.0.0.1:4500	2	0	SUCCESS	59	0	1	52	0	0	52	124	96	0	0	6	5	333
stress_tp4_b8_run01	22	0	127.0.0.1:4500	2	0	SUCCESS	43	0	1	132	0	0	132	118	52	0	0	6	6	347
stress_tp4_b8_run01	23	0	127.0.0.1:4500	2	0	SUCCESS	55	0	2	7	0	0	9	130	51	0	0	6	6	246
stress_tp4_b8_run01	24	0	127.0.0.1:4500	2	0	SUCCESS	43	0	1	41	0	0	42	114	50	0	0	5	5	251
stress_tp4_b8_run01	23	1	127.0.0.1:4501	96	7077888	SUCCESS	177	98	413	85	357	29	1	141	42	22	116	7	6	1158
stress_tp4_b8_run01	25	0	127.0.0.1:4500	2	0	SUCCESS	36	1	7	143	0	0	146	443	88	0	0	30	13	720
stress_tp4_b8_run01	26	0	127.0.0.1:4500	2	0	SUCCESS	8	1	2	73	0	0	75	166	81	0	0	14	11	331
stress_tp4_b8_run01	27	0	127.0.0.1:4500	2	0	SUCCESS	106	0	2	29	0	0	29	144	140	0	0	12	11	422
stress_tp4_b8_run01	28	0	127.0.0.1:4500	2	0	SUCCESS	134	0	1	16	0	0	16	141	82	0	0	13	11	375
stress_tp4_b8_run01	29	0	127.0.0.1:4500	2	0	SUCCESS	83	0	2	93	0	0	94	155	66	0	0	14	11	399
stress_tp4_b8_run01	30	0	127.0.0.1:4500	2	0	SUCCESS	106	1	1	23	0	0	24	144	74	0	0	13	12	350
stress_tp4_b8_run01	31	0	127.0.0.1:4500	2	0	SUCCESS	86	0	2	98	0	0	99	143	72	0	0	13	11	401
stress_tp4_b8_run01	32	0	127.0.0.1:4500	2	0	SUCCESS	126	1	1	18	0	0	19	138	82	0	0	12	12	367
stress_tp4_b8_run01	30	1	127.0.0.1:4501	96	0	SUCCESS	82	468	470	76	0	0	78	178	314	0	0	15	11	1122
stress_tp8_b4_run01	1	0	127.0.0.1:4500	2	0	SUCCESS	144	2	8	98	0	0	109	1979	1792	0	0	38	5	4032
stress_tp8_b4_run01	2	0	127.0.0.1:4500	2	0	SUCCESS	88	0	2	84	0	0	85	190	69	0	0	11	7	436
stress_tp8_b4_run01	1	1	127.0.0.1:4501	108	7962624	SUCCESS	82	124	3540	124	1132	99	5	226	72	40	14	25	14	5157
stress_tp8_b4_run01	3	0	127.0.0.1:4500	2	0	SUCCESS	140	2	5	15	0	0	17	238	74	0	0	21	14	474
stress_tp8_b4_run01	4	0	127.0.0.1:4500	2	0	SUCCESS	111	0	1	31	0	0	32	163	86	0	0	17	14	394
stress_tp8_b4_run01	2	1	127.0.0.1:4501	108	0	SUCCESS	107	410	414	59	0	0	67	232	103	0	0	24	16	925
stress_tp8_b4_run01	1	2	127.0.0.1:4508	108	7962624	SUCCESS	82	38	2860	130	2900	85	5	169	208	41	2615	23	105	6309
stress_tp8_b4_run01	1	2	127.0.0.1:4507	108	7962624	SUCCESS	2940	16	2775	383	2359	66	2	188	399	16	1649	55	15	8729
stress_tp8_b4_run01	2	2	127.0.0.1:4507	108	7962624	SUCCESS	5713	15	222	161	2471	75	1	154	199	16	15	17	14	8834
stress_tp8_b4_run01	2	2	127.0.0.1:4508	108	7962624	SUCCESS	5934	96	298	2402	2687	12	1	146	215	20	14	14	13	9294
stress_tp8_b4_run01	1	2	127.0.0.1:4506	108	7962624	SUCCESS	6191	14	1769	632	1387	11	1	135	454	15	14	15	15	9947
stress_tp8_b4_run01	2	2	127.0.0.1:4506	108	7962624	SUCCESS	7879	14	226	406	1524	9	1	143	177	13	13	14	13	9959
stress_tp8_b4_run01	1	2	127.0.0.1:4505	108	7962624	SUCCESS	8104	100	2868	65	1406	65	1	153	505	15	12	17	13	13101
stress_tp8_b4_run01	2	2	127.0.0.1:4505	108	7962624	SUCCESS	10971	107	299	42	1553	9	0	141	239	16	13	14	15	13210
stress_tp8_b4_run01	1	2	127.0.0.1:4502	108	7962624	SUCCESS	11268	15	1871	78	1985	63	1	157	331	15	1538	16	14	15676
stress_tp8_b4_run01	2	2	127.0.0.1:4502	108	7962624	SUCCESS	13140	100	305	41	1984	8	0	142	181	25	15	14	14	15760
stress_tp8_b4_run01	1	2	127.0.0.1:4503	108	7962624	SUCCESS	13196	13	1604	529	1161	9	0	170	84	14	13	14	15	16223
stress_tp8_b4_run01	1	2	127.0.0.1:4504	108	7962624	SUCCESS	14788	14	2108	88	835	68	0	191	588	11	113	74	7	18579
stress_tp8_b4_run01	2	2	127.0.0.1:4504	108	7962624	SUCCESS	16895	99	310	34	867	8	1	151	422	27	15	14	5	18654
stress_tp8_b4_run01	2	2	127.0.0.1:4503	108	7962624	SUCCESS	17201	16	244	87	878	57	3	135	207	15	13	11	10	18723
stress_tp8_b4_run01	3	2	127.0.0.1:4501	108	7962624	SUCCESS	15260	17	219	851	1101	9	0	110	225	35	5	5	5	16924
stress_tp8_b4_run01	4	2	127.0.0.1:4501	108	7962624	SUCCESS	15478	13	221	629	1050	8	0	111	113	12	5	6	5	16981
stress_tp8_b4_run01	5	0	127.0.0.1:4500	2	0	SUCCESS	85	2	6	31	0	0	35	447	69	0	0	28	9	643
stress_tp8_b4_run01	6	0	127.0.0.1:4500	2	0	SUCCESS	51	1	2	103	0	0	105	152	51	0	0	9	6	360
stress_tp8_b4_run01	7	0	127.0.0.1:4500	2	0	SUCCESS	69	0	2	9	0	0	10	127	83	0	0	6	5	291
stress_tp8_b4_run01	8	0	127.0.0.1:4500	2	0	SUCCESS	20	1	2	72	0	0	72	112	82	0	0	8	6	289
stress_tp8_b4_run01	3	2	127.0.0.1:4507	108	7962624	SUCCESS	27	38	438	141	496	29	1	208	1962	26	6	98	6	3159
stress_tp8_b4_run01	4	2	127.0.0.1:4507	108	7962624	SUCCESS	416	32	214	21	748	23	0	245	1710	12	180	145	178	3356
stress_tp8_b4_run01	5	2	127.0.0.1:4507	108	7962624	SUCCESS	628	24	211	16	1176	23	0	175	1339	14	6	74	134	3553
stress_tp8_b4_run01	3	2	127.0.0.1:4508	108	7962624	SUCCESS	743	39	296	447	942	22	1	115	1530	42	5	6	6	3648
stress_tp8_b4_run01	3	2	127.0.0.1:4502	108	7962624	SUCCESS	1019	19	212	236	909	23	0	128	1403	9	6	5	5	3694
stress_tp8_b4_run01	4	2	127.0.0.1:4502	108	7962624	SUCCESS	1174	39	219	16	886	22	1	357	1035	33	6	5	5	3694
stress_tp8_b4_run01	6	2	127.0.0.1:4507	108	7962624	SUCCESS	814	17	208	744	2695	22	1	118	1429	23	126	6	126	5287
stress_tp8_b4_run01	5	2	127.0.0.1:4502	108	7962624	SUCCESS	1389	17	180	1085	2227	23	0	145	1151	16	4	6	120	5115
stress_tp8_b4_run01	6	2	127.0.0.1:4502	108	7962624	SUCCESS	1567	17	168	917	2275	23	0	142	1103	15	5	6	111	5278
stress_tp8_b4_run01	5	2	127.0.0.1:4501	108	7962624	SUCCESS	1706	39	266	650	2230	23	0	118	964	11	6	6	7	5306
stress_tp8_b4_run01	6	2	127.0.0.1:4501	108	7962624	SUCCESS	1878	39	211	439	2219	8	1	115	830	11	6	7	6	5262
stress_tp8_b4_run01	7	2	127.0.0.1:4501	108	7962624	SUCCESS	2088	42	245	193	2155	23	1	110	701	11	6	7	6	5322
stress_tp8_b4_run01	8	2	127.0.0.1:4501	108	7962624	SUCCESS	2332	40	204	2083	2845	24	1	122	1869	10	6	8	8	7397
stress_tp8_b4_run01	4	2	127.0.0.1:4508	108	7962624	SUCCESS	2535	16	265	1818	2770	22	1	192	1671	7	5	84	5	7456
stress_tp8_b4_run01	5	2	127.0.0.1:4508	108	7962624	SUCCESS	2799	14	195	1622	2840	22	1	106	1544	10	5	5	5	7508
stress_tp8_b4_run01	6	2	127.0.0.1:4508	108	7962624	SUCCESS	2993	13	196	1425	2817	23	1	109	1426	9	6	5	4	7564
stress_tp8_b4_run01	3	2	127.0.0.1:4505	108	7962624	SUCCESS	3189	13	209	1215	2786	23	0	203	1216	9	7	97	6	7625
stress_tp8_b4_run01	4	2	127.0.0.1:4505	108	7962624	SUCCESS	3391	33	243	973	2931	21	1	104	984	12	122	8	6	7674
stress_tp8_b4_run01	5	2	127.0.0.1:4505	108	7962624	SUCCESS	3633	13	194	778	2910	7	1	100	880	10	7	6	5	7725
stress_tp8_b4_run01	6	2	127.0.0.1:4505	108	7962624	SUCCESS	3825	34	216	561	2849	7	0	102	778	9	6	6	6	7776
stress_tp8_b4_run01	3	2	127.0.0.1:4506	108	7962624	SUCCESS	4039	33	257	303	2745	7	1	106	679	9	7	5	5	7835
stress_tp8_b4_run01	4	2	127.0.0.1:4506	108	7962624	SUCCESS	4295	35	215	88	2689	7	0	113	575	9	5	6	7	7894
stress_tp8_b4_run01	5	2	127.0.0.1:4506	108	7962624	SUCCESS	4509	38	232	2576	3207	7	1	99	1468	13	5	5	5	9522
stress_tp8_b4_run01	6	2	127.0.0.1:4506	108	7962624	SUCCESS	4739	16	173	2402	3176	7	0	112	1355	9	5	6	5	9562
stress_tp8_b4_run01	3	2	127.0.0.1:4503	108	7962624	SUCCESS	4911	14	189	2212	3150	6	1	125	1224	10	5	5	5	9606
stress_tp8_b4_run01	4	2	127.0.0.1:4503	108	7962624	SUCCESS	5098	15	210	2002	3119	7	0	103	1115	10	5	5	5	9652
stress_tp8_b4_run01	5	2	127.0.0.1:4503	108	7962624	SUCCESS	5305	15	165	1837	3108	6	1	99	1013	10	5	5	5	9697
stress_tp8_b4_run01	6	2	127.0.0.1:4503	108	7962624	SUCCESS	5469	37	191	1645	3062	7	1	109	898	9	5	5	5	9737
stress_tp8_b4_run01	3	2	127.0.0.1:4504	108	7962624	SUCCESS	5654	39	229	1415	2998	7	0	103	787	8	7	6	6	9777
stress_tp8_b4_run01	4	2	127.0.0.1:4504	108	7962624	SUCCESS	5881	38	179	1236	2970	6	1	107	678	9	6	6	5	9821
stress_tp8_b4_run01	5	2	127.0.0.1:4504	108	7962624	SUCCESS	6059	38	228	1007	2900	6	1	108	566	18	6	6	5	9867
stress_tp8_b4_run01	6	2	127.0.0.1:4504	108	7962624	SUCCESS	6284	39	215	791	2843	6	1	103	457	23	7	5	5	9909
stress_tp8_b4_run01	9	0	127.0.0.1:4500	2	0	SUCCESS	148	1	7	31	0	0	36	446	101	0	0	28	9	738
stress_tp8_b4_run01	10	0	127.0.0.1:4500	2	0	SUCCESS	11	0	1	136	0	0	136	157	68	0	0	9	6	374
stress_tp8_b4_run01	11	0	127.0.0.1:4500	2	0	SUCCESS	42	1	2	63	0	0	64	124	52	0	0	6	6	283
stress_tp8_b4_run01	12	0	127.0.0.1:4500	2	0	SUCCESS	12	0	1	96	0	0	96	130	47	0	0	6	6	287
stress_tp8_b4_run01	12	1	127.0.0.1:4501	48	3538944	SUCCESS	157	52	414	140	202	18	1	135	60	18	9	7	8	987
stress_tp8_b4_run01	13	0	127.0.0.1:4500	2	0	SUCCESS	16	1	8	140	0	0	145	444	97	0	0	33	8	710
stress_tp8_b4_run01	14	0	127.0.0.1:4500	2	0	SUCCESS	33	0	1	89	0	0	89	171	58	0	0	8	6	353
stress_tp8_b4_run01	15	0	127.0.0.1:4500	2	0	SUCCESS	47	0	1	23	0	0	23	143	50	0	0	5	6	264
stress_tp8_b4_run01	16	0	127.0.0.1:4500	2	0	SUCCESS	124	1	2	69	0	0	70	128	47	0	0	5	6	371
stress_tp8_b4_run01	16	1	127.0.0.1:4501	48	0	SUCCESS	169	157	160	83	0	0	85	190	366	0	0	10	4	970
stress_tp8_b4_run02_stage_trace	1	0	127.0.0.1:4500	2	0	SUCCESS	101	1	7	141	0	0	145	1921	1605	0	0	30	5	3780
stress_tp8_b4_run02_stage_trace	2	0	127.0.0.1:4500	2	0	SUCCESS	144	0	2	28	0	0	29	162	256	0	0	8	5	593
stress_tp8_b4_run02_stage_trace	1	1	127.0.0.1:4501	108	7962624	SUCCESS	96	117	3083	141	1227	22	1	174	69	24	5	8	6	4671
stress_tp8_b4_run02_stage_trace	3	0	127.0.0.1:4500	2	0	SUCCESS	96	1	3	148	0	0	150	149	53	0	0	10	5	451
stress_tp8_b4_run02_stage_trace	4	0	127.0.0.1:4500	2	0	SUCCESS	71	1	2	56	0	0	57	116	90	0	0	6	4	335
stress_tp8_b4_run02_stage_trace	2	1	127.0.0.1:4501	108	0	SUCCESS	137	612	617	141	0	0	143	229	74	0	0	17	7	1200
stress_tp8_b4_run02_stage_trace	1	2	127.0.0.1:4502	108	7962624	SUCCESS	24	33	1820	4	1742	25	1	129	504	32	5	7	6	4245
stress_tp8_b4_run02_stage_trace	2	2	127.0.0.1:4502	108	7962624	SUCCESS	1832	17	276	44	1894	22	1	153	1514	14	6	6	1389	5692
stress_tp8_b4_run02_stage_trace	1	2	127.0.0.1:4506	108	7962624	SUCCESS	2080	14	1813	255	1835	21	1	115	1409	12	6	6	1349	7274
stress_tp8_b4_run02_stage_trace	2	2	127.0.0.1:4506	108	7962624	SUCCESS	3873	34	265	1705	3317	21	1	119	4360	10	141	6	1199	11956
stress_tp8_b4_run02_stage_trace	1	2	127.0.0.1:4505	108	7962624	SUCCESS	4136	34	1461	248	3307	20	1	239	2853	10	1253	124	9	12016
stress_tp8_b4_run02_stage_trace	2	2	127.0.0.1:4505	108	7962624	SUCCESS	5532	15	197	50	4625	21	0	240	1389	11	1201	128	6	12003
stress_tp8_b4_run02_stage_trace	1	2	127.0.0.1:4508	108	7962624	SUCCESS	5727	36	1416	3469	4949	20	1	204	1059	10	27	100	6	13376
stress_tp8_b4_run02_stage_trace	2	2	127.0.0.1:4508	108	7962624	SUCCESS	7142	13	205	3270	5138	20	1	112	816	13	121	7	5	13433
stress_tp8_b4_run02_stage_trace	1	2	127.0.0.1:4507	108	7962624	SUCCESS	7345	12	1449	1823	3873	7	1	115	702	12	7	6	6	13492
stress_tp8_b4_run02_stage_trace	2	2	127.0.0.1:4507	108	7962624	SUCCESS	8794	31	195	1632	3850	6	1	106	600	10	7	6	6	13552
stress_tp8_b4_run02_stage_trace	1	2	127.0.0.1:4504	108	7962624	SUCCESS	8885	34	1326	314	2685	7	1	117	478	29	6	6	6	13499
stress_tp8_b4_run02_stage_trace	2	2	127.0.0.1:4504	108	7962624	SUCCESS	10174	12	192	122	2681	7	1	102	362	10	6	6	6	13519
stress_tp8_b4_run02_stage_trace	1	2	127.0.0.1:4503	108	7962624	SUCCESS	10350	34	1338	1452	1859	7	0	110	515	11	5	5	5	14178
stress_tp8_b4_run02_stage_trace	2	2	127.0.0.1:4503	108	7962624	SUCCESS	11652	12	202	1253	1821	6	1	101	424	10	5	5	6	14206
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4501	108	7962624	SUCCESS	9680	13	169	1087	1803	7	0	108	326	10	5	6	5	12092
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4501	108	7962624	SUCCESS	9848	34	227	862	1742	7	0	102	225	31	5	5	5	12150
stress_tp8_b4_run02_stage_trace	5	0	127.0.0.1:4500	2	0	SUCCESS	92	1	7	144	0	0	147	358	82	0	0	23	9	687
stress_tp8_b4_run02_stage_trace	6	0	127.0.0.1:4500	2	0	SUCCESS	4	1	2	2	0	0	4	172	69	0	0	8	7	251
stress_tp8_b4_run02_stage_trace	7	0	127.0.0.1:4500	2	0	SUCCESS	31	0	1	99	0	0	100	162	67	0	0	8	7	362
stress_tp8_b4_run02_stage_trace	8	0	127.0.0.1:4500	2	0	SUCCESS	146	0	1	35	0	0	35	160	76	0	0	8	6	419
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4503	108	7962624	SUCCESS	82	36	278	16	685	24	2	138	968	14	135	10	88	2177
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4503	108	7962624	SUCCESS	300	17	213	22	725	23	1	134	910	19	7	8	118	2305
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4505	108	7962624	SUCCESS	397	12	261	249	472	23	1	218	1411	17	17	102	7	2783
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4503	108	7962624	SUCCESS	513	15	226	54	1776	35	1	227	1526	24	123	97	8	4305
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4503	108	7962624	SUCCESS	739	12	204	499	2034	34	1	229	1176	25	125	101	6	4417
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4505	108	7962624	SUCCESS	646	29	213	35	2015	22	2	126	1019	10	7	8	123	4041
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4505	108	7962624	SUCCESS	857	29	222	329	2007	28	1	109	882	10	8	8	7	4106
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4505	108	7962624	SUCCESS	1079	15	174	154	2169	22	1	206	522	10	135	105	9	4173
stress_tp8_b4_run02_stage_trace	3	2	127.0.0.1:4506	108	7962624	SUCCESS	1253	34	258	2140	2803	34	2	239	2342	10	67	107	7	6931
stress_tp8_b4_run02_stage_trace	4	2	127.0.0.1:4506	108	7962624	SUCCESS	1510	13	186	1957	3063	33	1	223	1972	12	113	108	6	6988
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4506	108	7962624	SUCCESS	1695	12	198	1764	3182	22	1	132	1806	10	7	8	6	7036
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4506	108	7962624	SUCCESS	1893	11	200	1567	3195	22	1	129	1649	10	7	8	6	7089
stress_tp8_b4_run02_stage_trace	5	2	127.0.0.1:4501	108	7962624	SUCCESS	1987	32	267	1303	3165	22	1	136	1452	46	7	8	6	7029
stress_tp8_b4_run02_stage_trace	6	2	127.0.0.1:4501	108	7962624	SUCCESS	2254	15	200	1108	3194	23	1	156	1252	14	7	8	6	7079
stress_tp8_b4_run02_stage_trace	7	2	127.0.0.1:4501	108	7962624	SUCCESS	2453	30	319	791	3104	23	0	158	1070	41	7	7	6	7127
