run	request_id	opcode	peer	batch_size	data_bytes	status	request_queue_us	metadata_prepare_us	taskworker_prepare_us	poller_queue_us	data_transfer_us	metadata_settle_us	response_slot_wait_us	response_submit_us	response_transfer_us	data_tm_to_hixl_execute_async_us	data_tm_to_hixl_query_handle_us	response_tm_to_hixl_execute_async_us	response_tm_to_hixl_query_handle_us	total_us
stress_b32_run01	59	2	127.0.0.1:4502	108	7962624	SUCCESS	12501	12	183	4148	7229	7	1	131	1265	17	14	12	11	21317
stress_b32_run01	60	2	127.0.0.1:4502	108	7962624	SUCCESS	12676	13	174	3973	7268	7	0	131	1126	16	13	13	11	21380
stress_b32_run01	61	2	127.0.0.1:4502	108	7962624	SUCCESS	12840	37	237	3735	7236	7	1	130	993	38	13	13	12	21443
stress_b32_run01	62	2	127.0.0.1:4502	108	7962624	SUCCESS	13057	18	184	3551	7259	7	0	127	860	17	13	12	12	21493
stress_b32_run01	65	0	127.0.0.1:4500	2	0	SUCCESS	8	1	4	145	0	0	148	237	51	0	0	13	7	447
stress_b32_run01	66	0	127.0.0.1:4500	2	0	SUCCESS	103	0	2	135	0	0	135	123	87	0	0	6	5	451
stress_b32_run01	67	0	127.0.0.1:4500	2	0	SUCCESS	29	0	2	46	0	0	46	109	79	0	0	6	5	266
stress_b32_run01	68	0	127.0.0.1:4500	2	0	SUCCESS	15	0	2	85	0	0	85	103	50	0	0	5	6	256
stress_b32_run01	69	0	127.0.0.1:4500	2	0	SUCCESS	133	1	1	90	0	0	91	100	87	0	0	6	5	412
stress_b32_run01	70	0	127.0.0.1:4500	2	0	SUCCESS	14	1	1	133	0	0	134	97	84	0	0	6	5	331
stress_b32_run01	71	0	127.0.0.1:4500	2	0	SUCCESS	146	0	2	14	0	0	16	106	49	0	0	6	6	319
stress_b32_run01	72	0	127.0.0.1:4500	2	0	SUCCESS	125	0	2	21	0	0	21	99	47	0	0	7	6	295
stress_b32_run01	73	0	127.0.0.1:4500	2	0	SUCCESS	80	0	2	17	0	0	19	98	42	0	0	6	6	241
stress_b32_run01	74	0	127.0.0.1:4500	2	0	SUCCESS	87	0	2	11	0	0	13	140	44	0	0	7	6	286
stress_b32_run01	75	0	127.0.0.1:4500	2	0	SUCCESS	81	0	2	49	0	0	50	106	48	0	0	6	6	287
stress_b32_run01	76	0	127.0.0.1:4500	2	0	SUCCESS	54	0	2	54	0	0	54	101	48	0	0	6	6	260
stress_b32_run01	77	0	127.0.0.1:4500	2	0	SUCCESS	43	0	2	53	0	0	55	101	44	0	0	6	5	245
stress_b32_run01	78	0	127.0.0.1:4500	2	0	SUCCESS	34	0	2	48	0	0	49	100	42	0	0	6	6	227
stress_b32_run01	79	0	127.0.0.1:4500	2	0	SUCCESS	24	0	2	44	0	0	44	108	41	0	0	6	6	226
stress_b32_run01	80	0	127.0.0.1:4500	2	0	SUCCESS	144	1	2	56	0	0	57	103	44	0	0	8	6	350
stress_b32_run01	81	0	127.0.0.1:4500	2	0	SUCCESS	35	0	2	51	0	0	52	108	44	0	0	6	7	242
stress_b32_run01	82	0	127.0.0.1:4500	2	0	SUCCESS	33	1	1	54	0	0	55	103	46	0	0	7	6	239
stress_b32_run01	83	0	127.0.0.1:4500	2	0	SUCCESS	70	1	2	53	0	0	55	99	42	0	0	6	6	268
stress_b32_run01	84	0	127.0.0.1:4500	2	0	SUCCESS	49	0	2	51	0	0	52	98	41	0	0	6	6	242
stress_b32_run01	85	0	127.0.0.1:4500	2	0	SUCCESS	40	1	1	45	0	0	46	103	42	0	0	6	6	232
stress_b32_run01	86	0	127.0.0.1:4500	2	0	SUCCESS	33	0	1	42	0	0	43	103	47	0	0	6	6	228
stress_b32_run01	87	0	127.0.0.1:4500	2	0	SUCCESS	131	0	2	45	0	0	46	116	52	0	0	6	6	348
stress_b32_run01	88	0	127.0.0.1:4500	2	0	SUCCESS	146	1	1	65	0	0	66	101	41	0	0	8	6	356
stress_b32_run01	89	0	127.0.0.1:4500	2	0	SUCCESS	39	1	2	63	0	0	64	97	43	0	0	6	6	245
stress_b32_run01	90	0	127.0.0.1:4500	2	0	SUCCESS	29	0	2	56	0	0	58	98	42	0	0	6	6	229
stress_b32_run01	91	0	127.0.0.1:4500	2	0	SUCCESS	154	0	2	48	0	0	49	98	45	0	0	5	6	347
stress_b32_run01	92	0	127.0.0.1:4500	2	0	SUCCESS	42	0	2	41	0	0	42	97	45	0	0	6	6	228
stress_b32_run01	93	0	127.0.0.1:4500	2	0	SUCCESS	37	0	2	33	0	0	35	96	43	0	0	5	6	212
stress_b32_run01	94	0	127.0.0.1:4500	2	0	SUCCESS	127	1	1	27	0	0	27	97	42	0	0	6	6	295
stress_b32_run01	95	0	127.0.0.1:4500	2	0	SUCCESS	74	0	2	17	0	0	19	104	45	0	0	6	6	244
stress_b32_run01	96	0	127.0.0.1:4500	2	0	SUCCESS	24	1	1	17	0	0	18	112	45	0	0	8	6	200
stress_b32_run01	91	1	127.0.0.1:4501	20	1474560	SUCCESS	171	26	319	99	156	9	0	133	46	15	8	8	6	833
stress_b32_run01	92	1	127.0.0.1:4501	108	6488064	SUCCESS	112	207	544	75	1147	30	2	142	114	22	5	9	6	2091
stress_b32_run01	97	0	127.0.0.1:4500	2	0	SUCCESS	32	2	8	139	0	0	143	317	67	0	0	22	9	567
stress_b32_run01	98	0	127.0.0.1:4500	2	0	SUCCESS	5	1	2	76	0	0	78	143	49	0	0	9	7	276
stress_b32_run01	99	0	127.0.0.1:4500	2	0	SUCCESS	90	0	2	119	0	0	120	116	44	0	0	6	6	372
stress_b32_run01	100	0	127.0.0.1:4500	2	0	SUCCESS	103	1	2	134	0	0	135	111	76	0	0	6	5	427
stress_b32_run01	101	0	127.0.0.1:4500	2	0	SUCCESS	127	1	2	25	0	0	27	102	80	0	0	6	5	338
stress_b32_run01	102	0	127.0.0.1:4500	2	0	SUCCESS	110	1	1	61	0	0	62	99	45	0	0	6	6	318
stress_b32_run01	103	0	127.0.0.1:4500	2	0	SUCCESS	85	1	3	59	0	0	61	103	44	0	0	6	6	296
stress_b32_run01	104	0	127.0.0.1:4500	2	0	SUCCESS	67	0	2	58	0	0	59	113	42	0	0	6	6	283
stress_b32_run01	105	0	127.0.0.1:4500	2	0	SUCCESS	144	1	2	63	0	0	65	110	47	0	0	7	6	368
stress_b32_run01	106	0	127.0.0.1:4500	2	0	SUCCESS	25	0	2	70	0	0	71	105	44	0	0	6	5	248
stress_b32_run01	107	0	127.0.0.1:4500	2	0	SUCCESS	11	1	1	71	0	0	71	109	43	0	0	7	6	236
stress_b32_run01	108	0	127.0.0.1:4500	2	0	SUCCESS	139	0	2	77	0	0	79	115	43	0	0	7	7	377
stress_b32_run01	109	0	127.0.0.1:4500	2	0	SUCCESS	26	1	3	85	0	0	87	105	41	0	0	6	6	261
stress_b32_run01	110	0	127.0.0.1:4500	2	0	SUCCESS	9	0	2	82	0	0	84	104	44	0	0	6	6	243
stress_b32_run01	111	0	127.0.0.1:4500	2	0	SUCCESS	150	0	2	83	0	0	84	98	43	0	0	6	6	378
stress_b32_run01	112	0	127.0.0.1:4500	2	0	SUCCESS	29	1	3	77	0	0	78	100	42	0	0	6	5	251
stress_b32_run01	113	0	127.0.0.1:4500	2	0	SUCCESS	154	0	2	75	0	0	76	106	41	0	0	8	6	379
stress_b32_run01	114	0	127.0.0.1:4500	2	0	SUCCESS	28	1	2	73	0	0	74	105	41	0	0	6	5	250
stress_b32_run01	115	0	127.0.0.1:4500	2	0	SUCCESS	17	1	2	71	0	0	73	99	44	0	0	6	6	235
stress_b32_run01	116	0	127.0.0.1:4500	2	0	SUCCESS	148	1	1	68	0	0	69	99	46	0	0	6	5	364
stress_b32_run01	117	0	127.0.0.1:4500	2	0	SUCCESS	35	1	2	64	0	0	65	98	43	0	0	6	6	244
stress_b32_run01	118	0	127.0.0.1:4500	2	0	SUCCESS	7	1	2	59	0	0	60	99	44	0	0	7	6	212
stress_b32_run01	119	0	127.0.0.1:4500	2	0	SUCCESS	99	1	2	53	0	0	54	101	43	0	0	6	5	299
stress_b32_run01	120	0	127.0.0.1:4500	2	0	SUCCESS	87	0	2	48	0	0	48	99	46	0	0	6	6	283
stress_b32_run01	121	0	127.0.0.1:4500	2	0	SUCCESS	15	1	2	43	0	0	45	111	48	0	0	8	5	221
stress_b32_run01	122	0	127.0.0.1:4500	2	0	SUCCESS	120	1	2	56	0	0	57	101	46	0	0	6	5	326
stress_b32_run01	123	0	127.0.0.1:4500	2	0	SUCCESS	86	1	1	57	0	0	58	97	43	0	0	6	6	285
stress_b32_run01	124	0	127.0.0.1:4500	2	0	SUCCESS	70	1	2	47	0	0	48	101	46	0	0	6	7	267
stress_b32_run01	125	0	127.0.0.1:4500	2	0	SUCCESS	53	0	2	45	0	0	46	99	47	0	0	6	6	247
stress_b32_run01	126	0	127.0.0.1:4500	2	0	SUCCESS	41	1	2	41	0	0	43	100	45	0	0	6	6	230
stress_b32_run01	127	0	127.0.0.1:4500	2	0	SUCCESS	20	1	2	37	0	0	39	98	41	0	0	5	5	200
stress_b32_run01	128	0	127.0.0.1:4500	2	0	SUCCESS	114	0	2	30	0	0	31	116	74	0	0	6	10	338
stress_b32_run01	93	2	127.0.0.1:4501	108	7962624	SUCCESS	10	36	341	40	270	29	2	248	136	17	5	6	15	1035
stress_b32_run01	63	2	127.0.0.1:4502	108	7962624	SUCCESS	319	21	463	82	332	26	0	234	1259	34	20	106	126	2633
stress_b32_run01	64	2	127.0.0.1:4502	108	7962624	SUCCESS	738	39	284	306	694	24	0	229	697	18	131	108	14	2666
stress_b32_run01	65	2	127.0.0.1:4502	108	7962624	SUCCESS	973	21	196	108	936	23	1	199	1683	16	104	85	13	4011
stress_b32_run01	66	2	127.0.0.1:4502	108	7962624	SUCCESS	1167	40	256	901	1327	23	1	138	1173	46	13	13	12	4084
stress_b32_run01	67	2	127.0.0.1:4502	108	7962624	SUCCESS	1422	20	205	694	1384	11	1	129	1007	18	12	13	12	4159
stress_b32_run01	68	2	127.0.0.1:4502	108	7962624	SUCCESS	1628	19	181	512	1418	24	1	123	886	17	13	13	12	4260
stress_b32_run01	69	2	127.0.0.1:4502	108	7962624	SUCCESS	1809	41	233	277	1403	25	0	142	724	39	13	13	12	4336
stress_b32_run01	70	2	127.0.0.1:4502	108	7962624	SUCCESS	2042	18	180	96	1508	24	1	133	555	16	15	14	12	4443
stress_b32_run01	71	2	127.0.0.1:4502	108	7962624	SUCCESS	2222	40	251	1414	2046	24	1	151	1117	35	11	12	50	5812
stress_b32_run01	94	2	127.0.0.1:4501	108	7962624	SUCCESS	2473	20	551	861	1748	24	0	133	957	20	13	13	13	5886
stress_b32_run01	95	2	127.0.0.1:4501	108	7962624	SUCCESS	3023	43	260	600	1715	27	1	134	831	18	13	13	12	5991
stress_b32_run01	96	2	127.0.0.1:4501	108	7962624	SUCCESS	3283	38	227	372	1746	26	1	133	657	17	13	12	13	6072
stress_b32_run01	97	2	127.0.0.1:4501	108	7962624	SUCCESS	3510	41	249	121	1762	23	1	134	501	17	14	13	12	6180
stress_b32_run01	98	2	127.0.0.1:4501	108	7962624	SUCCESS	3757	41	258	1661	2241	24	0	143	2566	17	13	13	15	8989
stress_b32_run01	99	2	127.0.0.1:4501	108	7962624	SUCCESS	4015	16	214	1446	2409	25	0	230	2320	18	141	104	138	9213
stress_b32_run01	100	2	127.0.0.1:4501	108	7962624	SUCCESS	4228	16	219	1227	2617	24	0	293	2012	17	98	117	104	9394
stress_b32_run01	101	2	127.0.0.1:4501	108	7962624	SUCCESS	4448	15	196	1029	2947	23	1	220	1745	16	131	96	108	9579
stress_b32_run01	72	2	127.0.0.1:4502	108	7962624	SUCCESS	4643	39	204	824	3079	25	1	142	1562	16	14	14	13	9656
stress_b32_run01	73	2	127.0.0.1:4502	108	7962624	SUCCESS	4846	44	213	610	3133	24	1	128	1416	16	11	12	12	9761
stress_b32_run01	74	2	127.0.0.1:4502	108	7962624	SUCCESS	5059	42	226	384	3163	23	1	131	1232	17	12	13	13	9835
stress_b32_run01	75	2	127.0.0.1:4502	108	7962624	SUCCESS	5284	43	244	139	3193	23	1	135	1065	17	13	12	11	9945
stress_b32_run01	76	2	127.0.0.1:4502	108	7962624	SUCCESS	5527	42	218	3132	4276	25	0	128	3172	16	12	13	12	13346
stress_b32_run01	77	2	127.0.0.1:4502	108	7962624	SUCCESS	5745	19	200	2931	4299	24	1	148	3007	17	12	12	12	13423
stress_b32_run01	78	2	127.0.0.1:4502	108	7962624	SUCCESS	5944	18	195	2735	4376	24	1	133	2821	18	13	13	12	13494
stress_b32_run01	79	2	127.0.0.1:4502	108	7962624	SUCCESS	6139	16	209	2525	4425	23	1	131	2643	17	12	13	12	13571
stress_b32_run01	102	2	127.0.0.1:4501	108	7962624	SUCCESS	6347	38	228	2296	4508	24	0	230	2307	19	84	93	13	13643
stress_b32_run01	103	2	127.0.0.1:4501	108	7962624	SUCCESS	6575	19	193	2102	4640	8	1	154	2143	21	13	13	12	13714
stress_b32_run01	104	2	127.0.0.1:4501	108	7962624	SUCCESS	6767	43	232	1869	4638	8	1	130	2010	33	13	12	12	13787
stress_b32_run01	105	2	127.0.0.1:4501	108	7962624	SUCCESS	6999	18	205	1662	4649	7	1	135	1870	16	12	13	12	13867
stress_b32_run01	106	2	127.0.0.1:4501	108	7962624	SUCCESS	7204	41	319	1341	4546	8	0	132	1729	98	13	13	13	13938
stress_b32_run01	107	2	127.0.0.1:4501	108	7962624	SUCCESS	7522	18	184	1156	4573	8	0	132	1592	17	12	13	13	14010
stress_b32_run01	108	2	127.0.0.1:4501	108	7962624	SUCCESS	7706	40	242	914	4539	7	1	131	1460	39	13	13	13	14087
stress_b32_run01	109	2	127.0.0.1:4501	108	7962624	SUCCESS	7948	39	246	666	4502	7	1	130	1328	16	12	12	11	14161
stress_b32_run01	110	2	127.0.0.1:4501	108	7962624	SUCCESS	8193	40	249	416	4460	8	0	133	1189	16	13	13	12	14232
stress_b32_run01	111	2	127.0.0.1:4501	108	7962624	SUCCESS	8442	40	237	179	4436	8	1	129	1068	16	13	12	11	14320
stress_b32_run01	112	2	127.0.0.1:4501	108	7962624	SUCCESS	8678	20	225	4348	5499	8	1	132	2369	31	13	13	13	16912
stress_b32_run01	113	2	127.0.0.1:4501	108	7962624	SUCCESS	8903	40	221	4125	5487	7	1	130	2240	25	13	12	13	16989
stress_b32_run01	114	2	127.0.0.1:4501	108	7962624	SUCCESS	8995	18	191	3933	5508	7	1	129	2107	17	14	13	13	16939
stress_b32_run01	115	2	127.0.0.1:4501	108	7962624	SUCCESS	9186	14	186	3745	5525	8	0	136	1975	17	13	14	12	17016
stress_b32_run01	116	2	127.0.0.1:4501	108	7962624	SUCCESS	9370	13	195	3550	5546	8	0	126	1844	17	13	12	12	17088
stress_b32_run01	117	2	127.0.0.1:4501	108	7962624	SUCCESS	9539	13	195	3354	5554	8	0	131	1709	17	12	13	12	17136
stress_b32_run01	118	2	127.0.0.1:4501	108	7962624	SUCCESS	9733	15	187	3165	5575	8	0	127	1583	18	12	13	12	17214
stress_b32_run01	119	2	127.0.0.1:4501	108	7962624	SUCCESS	9893	36	215	2948	5564	8	0	133	1447	17	14	12	11	17259
stress_b32_run01	120	2	127.0.0.1:4501	108	7962624	SUCCESS	10107	37	229	2719	5542	8	0	132	1312	19	12	14	12	17329
stress_b32_run01	121	2	127.0.0.1:4501	108	7962624	SUCCESS	10289	38	238	2479	5508	8	0	132	1177	17	12	13	12	17353
stress_b32_run01	122	2	127.0.0.1:4501	108	7962624	SUCCESS	10526	39	243	2234	5473	7	1	129	1045	32	13	13	11	17425
stress_b32_run01	123	2	127.0.0.1:4501	108	7962624	SUCCESS	10770	15	184	2049	5500	7	1	129	904	16	13	13	12	17494
stress_b32_run01	124	2	127.0.0.1:4501	108	7962624	SUCCESS	124	37	272	35	328	25	1	154	550	22	12	13	14	1454
stress_b32_run01	80	2	127.0.0.1:4502	108	7962624	SUCCESS	395	13	243	12	425	24	1	263	1642	19	97	130	103	2992
stress_b32_run01	81	2	127.0.0.1:4502	108	7962624	SUCCESS	637	17	177	535	928	24	0	221	1189	16	128	106	105	3176
stress_b32_run01	82	2	127.0.0.1:4502	108	7962624	SUCCESS	814	40	215	319	1135	24	0	205	974	15	102	89	110	3366
stress_b32_run01	83	2	127.0.0.1:4502	108	7962624	SUCCESS	1028	21	204	114	1341	24	1	209	2320	16	104	93	12	5127
stress_b32_run01	84	2	127.0.0.1:4502	108	7962624	SUCCESS	1231	40	265	1308	2124	23	1	133	1435	52	13	12	14	5212
stress_b32_run01	85	2	127.0.0.1:4502	108	7962624	SUCCESS	1496	18	198	1108	2153	8	1	146	1290	16	12	12	13	5291
stress_b32_run01	86	2	127.0.0.1:4502	108	7962624	SUCCESS	1694	19	190	917	2190	8	1	134	1152	16	13	12	13	5369
stress_b32_run01	87	2	127.0.0.1:4502	108	7962624	SUCCESS	1884	40	223	692	2181	8	0	127	1022	30	12	13	11	5445
stress_b32_run01	88	2	127.0.0.1:4502	108	7962624	SUCCESS	2106	18	178	514	2204	7	1	135	887	16	12	12	11	5518
stress_b32_run01	89	2	127.0.0.1:4502	108	7962624	SUCCESS	2283	40	231	282	2183	7	1	125	760	32	12	12	12	5591
stress_b32_run01	90	2	127.0.0.1:4502	108	7962624	SUCCESS	2514	15	182	98	2200	8	0	127	638	18	12	13	12	5669
stress_b32_run01	91	2	127.0.0.1:4502	108	7962624	SUCCESS	2696	40	227	2106	2821	8	0	135	698	33	12	12	12	6585
stress_b32_run01	92	2	127.0.0.1:4502	108	7962624	SUCCESS	2923	17	187	1917	2845	8	0	135	561	16	11	13	11	6659
stress_b32_run01	93	2	127.0.0.1:4502	108	7962624	SUCCESS	3109	15	192	1724	2862	7	0	134	429	17	13	13	11	6732
stress_b32_run01	94	2	127.0.0.1:4502	108	7962624	SUCCESS	3300	15	193	1530	2878	7	0	129	297	17	12	13	12	6803
stress_b8_run01	1	0	127.0.0.1:4500	2	0	SUCCESS	153	2	9	73	0	0	78	1822	1497	0	0	30	10	3560
stress_b8_run01	2	0	127.0.0.1:4500	2	0	SUCCESS	116	0	1	63	0	0	63	201	122	0	0	13	10	504
stress_b8_run01	1	1	127.0.0.1:4501	108	7962624	SUCCESS	48	109	2315	123	1240	35	1	166	67	27	10	12	11	3872
stress_b8_run01	3	0	127.0.0.1:4500	2	0	SUCCESS	137	1	2	149	0	0	151	146	59	0	0	13	11	495
stress_b8_run01	4	0	127.0.0.1:4500	2	0	SUCCESS	111	1	2	66	0	0	68	135	61	0	0	12	11	377
stress_b8_run01	5	0	127.0.0.1:4500	2	0	SUCCESS	114	0	1	118	0	0	119	142	68	0	0	11	10	445
stress_b8_run01	6	0	127.0.0.1:4500	2	0	SUCCESS	128	0	1	30	0	0	31	125	74	0	0	12	10	360
stress_b8_run01	7	0	127.0.0.1:4500	2	0	SUCCESS	102	0	2	88	0	0	89	125	70	0	0	11	11	388
stress_b8_run01	8	0	127.0.0.1:4500	2	0	SUCCESS	133	0	2	142	0	0	144	117	64	0	0	11	10	460
stress_b8_run01	2	1	127.0.0.1:4501	108	0	SUCCESS	120	491	494	22	0	0	23	159	60	0	0	15	11	856
stress_b8_run01	3	2	127.0.0.1:4501	108	7962624	SUCCESS	327	15	331	246	889	26	1	206	1572	18	102	90	12	3351
stress_b8_run01	4	2	127.0.0.1:4501	108	7962624	SUCCESS	657	14	223	22	973	9	0	115	1445	14	11	11	11	3421
stress_b8_run01	1	2	127.0.0.1:4502	108	7962624	SUCCESS	127	27	1931	151	2771	7	1	142	2091	32	13	14	15	7069
stress_b8_run01	2	2	127.0.0.1:4502	108	7962624	SUCCESS	2036	13	251	48	2746	8	0	130	1954	26	13	13	13	7124
stress_b8_run01	3	2	127.0.0.1:4502	108	7962624	SUCCESS	2263	15	202	226	2761	7	1	131	1821	18	12	13	12	7185
stress_b8_run01	4	2	127.0.0.1:4502	108	7962624	SUCCESS	2432	15	191	34	2781	7	1	127	1696	16	12	13	13	7235
stress_b8_run01	5	2	127.0.0.1:4502	108	7962624	SUCCESS	2555	14	198	323	2793	7	0	124	1569	17	12	13	12	7246
stress_b8_run01	6	2	127.0.0.1:4502	108	7962624	SUCCESS	2751	14	192	130	2806	7	0	125	1447	16	13	13	12	7328
stress_b8_run01	5	2	127.0.0.1:4501	108	7962624	SUCCESS	844	14	210	886	2402	7	0	135	1151	17	10	11	11	4749
stress_b8_run01	6	2	127.0.0.1:4501	108	7962624	SUCCESS	1052	14	228	658	2380	7	0	120	1036	17	11	11	11	4823
stress_b8_run01	7	2	127.0.0.1:4501	108	7962624	SUCCESS	1278	14	179	478	2392	6	1	122	907	14	11	11	10	4885
stress_b8_run01	8	2	127.0.0.1:4501	108	7962624	SUCCESS	1456	15	180	297	2404	7	0	120	787	16	11	11	10	4954
stress_b8_run01	9	0	127.0.0.1:4500	2	0	SUCCESS	155	2	7	142	0	0	145	450	92	0	0	28	13	849
stress_b8_run01	10	0	127.0.0.1:4500	2	0	SUCCESS	31	1	2	85	0	0	86	163	73	0	0	13	10	355
stress_b8_run01	11	0	127.0.0.1:4500	2	0	SUCCESS	4	0	2	42	0	0	43	133	60	0	0	11	11	242
stress_b8_run01	12	0	127.0.0.1:4500	2	0	SUCCESS	74	0	1	89	0	0	90	130	111	0	0	11	10	406
stress_b8_run01	13	0	127.0.0.1:4500	2	0	SUCCESS	107	0	2	30	0	0	31	133	66	0	0	11	11	339
stress_b8_run01	14	0	127.0.0.1:4500	2	0	SUCCESS	99	1	4	74	0	0	74	121	60	0	0	12	11	359
stress_b8_run01	15	0	127.0.0.1:4500	2	0	SUCCESS	145	0	2	109	0	0	111	118	64	0	0	11	11	439
stress_b8_run01	16	0	127.0.0.1:4500	2	0	SUCCESS	19	0	2	144	0	0	146	139	58	0	0	11	12	363
stress_b8_run01	7	2	127.0.0.1:4502	108	7962624	SUCCESS	66	40	469	142	301	31	2	177	1166	47	37	52	13	2210
stress_b8_run01	8	2	127.0.0.1:4502	108	7962624	SUCCESS	461	17	214	294	654	22	1	207	2184	18	129	93	12	3742
stress_b8_run01	9	2	127.0.0.1:4502	108	7962624	SUCCESS	673	15	188	105	896	23	1	263	1790	16	133	114	13	3833
stress_b8_run01	10	2	127.0.0.1:4502	108	7962624	SUCCESS	861	34	230	951	1239	22	1	164	1427	46	13	13	11	3943
stress_b8_run01	11	2	127.0.0.1:4502	108	7962624	SUCCESS	1090	14	183	767	1320	24	1	157	1255	16	13	14	12	4029
stress_b8_run01	12	2	127.0.0.1:4502	108	7962624	SUCCESS	1273	14	181	586	1398	23	1	144	1096	16	13	13	12	4116
stress_b8_run01	13	2	127.0.0.1:4502	108	7962624	SUCCESS	1453	36	259	326	1412	33	1	147	926	41	13	15	12	4230
stress_b8_run01	14	2	127.0.0.1:4502	108	7962624	SUCCESS	1712	16	191	135	1540	21	0	184	662	15	13	13	13	4309
stress_b8_run01	9	2	127.0.0.1:4501	108	7962624	SUCCESS	1852	35	559	1186	1933	22	0	127	816	31	11	10	11	5309
stress_b8_run01	10	2	127.0.0.1:4501	108	7962624	SUCCESS	2409	34	241	943	1905	7	1	117	689	16	11	11	11	5368
stress_b8_run01	11	2	127.0.0.1:4501	108	7962624	SUCCESS	2611	36	204	740	1896	7	0	115	566	14	11	11	10	5398
stress_b8_run01	12	2	127.0.0.1:4501	108	7962624	SUCCESS	2804	38	251	488	1828	7	0	118	446	14	10	10	10	5454
stress_b8_run01	13	2	127.0.0.1:4501	108	7962624	SUCCESS	3054	35	271	216	1748	7	0	113	321	15	11	11	10	5514
stress_b8_run01	14	2	127.0.0.1:4501	108	7962624	SUCCESS	3323	16	232	1635	2029	8	0	122	435	17	10	11	11	6148
stress_b8_run01	15	2	127.0.0.1:4501	108	7962624	SUCCESS	3554	36	304	1330	1914	7	0	120	326	14	10	11	11	6225
stress_b8_run01	16	2	127.0.0.1:4501	108	7962624	SUCCESS	3857	13	234	1096	1868	7	0	117	215	25	11	11	10	6297
stress_b8_run01	17	0	127.0.0.1:4500	2	0	SUCCESS	128	1	9	138	0	0	143	454	101	0	0	36	13	836
stress_b8_run01	18	0	127.0.0.1:4500	2	0	SUCCESS	101	1	2	110	0	0	111	160	72	0	0	13	12	446
stress_b8_run01	19	0	127.0.0.1:4500	2	0	SUCCESS	105	0	2	42	0	0	44	132	68	0	0	11	10	351
stress_b8_run01	20	0	127.0.0.1:4500	2	0	SUCCESS	67	0	1	96	0	0	98	131	137	0	0	12	11	434
stress_b8_run01	21	0	127.0.0.1:4500	2	0	SUCCESS	61	1	4	53	0	0	54	130	64	0	0	12	10	313
stress_b8_run01	22	0	127.0.0.1:4500	2	0	SUCCESS	43	0	2	106	0	0	107	140	69	0	0	11	11	360
stress_b8_run01	23	0	127.0.0.1:4500	2	0	SUCCESS	29	0	2	14	0	0	15	133	63	0	0	12	10	242
stress_b8_run01	24	0	127.0.0.1:4500	2	0	SUCCESS	114	0	1	65	0	0	66	118	59	0	0	11	11	357
stress_b8_run01	23	1	127.0.0.1:4501	96	7077888	SUCCESS	25	138	524	35	321	33	1	132	59	28	10	12	11	1095
stress_b8_run01	25	0	127.0.0.1:4500	2	0	SUCCESS	26	2	11	136	0	0	141	501	72	0	0	29	8	752
stress_b8_run01	26	0	127.0.0.1:4500	2	0	SUCCESS	145	0	2	114	0	0	114	312	39	0	0	6	5	613
stress_b8_run01	27	0	127.0.0.1:4500	2	0	SUCCESS	121	0	3	13	0	0	14	121	41	0	0	6	5	300
stress_b8_run01	28	0	127.0.0.1:4500	2	0	SUCCESS	70	0	1	34	0	0	34	110	65	0	0	7	4	280
stress_b8_run01	29	0	127.0.0.1:4500	2	0	SUCCESS	23	1	2	62	0	0	63	110	40	0	0	5	5	238
stress_b8_run01	30	0	127.0.0.1:4500	2	0	SUCCESS	10	1	2	64	0	0	65	106	76	0	0	5	4	258
stress_b8_run01	31	0	127.0.0.1:4500	2	0	SUCCESS	141	0	2	98	0	0	99	102	42	0	0	6	5	386
stress_b8_run01	32	0	127.0.0.1:4500	2	0	SUCCESS	31	1	1	96	0	0	97	100	51	0	0	5	5	280
stress_b8_run01	30	1	127.0.0.1:4501	96	0	SUCCESS	46	373	376	18	0	0	19	169	364	0	0	9	4	975
stress_tp4_b8_run01	1	0	127.0.0.1:4500	2	0	SUCCESS	36	1	6	144	0	0	148	2115	1750	0	0	34	4	4056
stress_tp4_b8_run01	2	0	127.0.0.1:4500	2	0	SUCCESS	144	0	2	66	0	0	68	196	58	0	0	7	5	468
stress_tp4_b8_run01	1	1	127.0.0.1:4501	108	7962624	SUCCESS	105	107	2579	11	1053	33	1	164	80	30	5	6	5	4014
stress_tp4_b8_run01	3	0	127.0.0.1:4500	2	0	SUCCESS	136	1	3	110	0	0	111	138	91	0	0	8	5	479
stress_tp4_b8_run01	4	0	127.0.0.1:4500	2	0	SUCCESS	126	1	2	44	0	0	45	106	91	0	0	5	5	369
stress_tp4_b8_run01	5	0	127.0.0.1:4500	2	0	SUCCESS	111	0	1	95	0	0	95	102	77	0	0	5	5	387
stress_tp4_b8_run01	6	0	127.0.0.1:4500	2	0	SUCCESS	13	0	2	128	0	0	129	103	51	0	0	6	5	298
stress_tp4_b8_run01	7	0	127.0.0.1:4500	2	0	SUCCESS	143	1	1	141	0	0	141	108	127	0	0	7	5	521
stress_tp4_b8_run01	8	0	127.0.0.1:4500	2	0	SUCCESS	53	0	1	80	0	0	82	101	100	0	0	5	5	336
stress_tp4_b8_run01	2	1	127.0.0.1:4501	108	0	SUCCESS	96	416	419	39	0	0	41	154	53	0	0	11	6	762
stress_tp4_b8_run01	1	2	127.0.0.1:4503	108	7962624	SUCCESS	21	23	2262	134	1798	25	0	121	3830	38	5	5	1320	8056
