bucket	run	request_id	opcode	peer	stage	value_us
ge_1000	stress_b32_run01	39	2	127.0.0.1:4501	data_transfer_us	1654
ge_1000	stress_b32_run01	39	2	127.0.0.1:4501	response_transfer_us	3522
ge_1000	stress_b32_run01	39	2	127.0.0.1:4501	total_us	6572
ge_1000	stress_b32_run01	40	2	127.0.0.1:4501	request_queue_us	1538
ge_1000	stress_b32_run01	40	2	127.0.0.1:4501	data_transfer_us	1640
ge_1000	stress_b32_run01	40	2	127.0.0.1:4501	response_transfer_us	3010
ge_1000	stress_b32_run01	40	2	127.0.0.1:4501	total_us	6581
ge_1000	stress_b32_run01	41	2	127.0.0.1:4501	request_queue_us	1727
ge_1000	stress_b32_run01	41	2	127.0.0.1:4501	poller_queue_us	1647
ge_1000	stress_b32_run01	41	2	127.0.0.1:4501	data_transfer_us	2167
ge_1000	stress_b32_run01	41	2	127.0.0.1:4501	response_transfer_us	2353
ge_1000	stress_b32_run01	41	2	127.0.0.1:4501	total_us	6665
ge_1000	stress_b32_run01	42	2	127.0.0.1:4501	request_queue_us	1922
ge_1000	stress_b32_run01	42	2	127.0.0.1:4501	poller_queue_us	1495
ge_1000	stress_b32_run01	42	2	127.0.0.1:4501	data_transfer_us	2294
ge_1000	stress_b32_run01	42	2	127.0.0.1:4501	response_transfer_us	2161
ge_1000	stress_b32_run01	42	2	127.0.0.1:4501	total_us	6721
ge_1000	stress_b32_run01	43	2	127.0.0.1:4501	request_queue_us	2072
ge_1000	stress_b32_run01	43	2	127.0.0.1:4501	poller_queue_us	1344
ge_1000	stress_b32_run01	43	2	127.0.0.1:4501	data_transfer_us	2404
ge_1000	stress_b32_run01	43	2	127.0.0.1:4501	response_transfer_us	2025
ge_1000	stress_b32_run01	43	2	127.0.0.1:4501	total_us	6792
ge_1000	stress_b32_run01	44	2	127.0.0.1:4501	request_queue_us	2222
ge_1000	stress_b32_run01	44	2	127.0.0.1:4501	poller_queue_us	1194
ge_1000	stress_b32_run01	44	2	127.0.0.1:4501	data_transfer_us	2514
ge_1000	stress_b32_run01	44	2	127.0.0.1:4501	response_transfer_us	1873
ge_1000	stress_b32_run01	44	2	127.0.0.1:4501	total_us	6890
ge_1000	stress_b32_run01	45	2	127.0.0.1:4501	request_queue_us	2369
ge_1000	stress_b32_run01	45	2	127.0.0.1:4501	poller_queue_us	1017
ge_1000	stress_b32_run01	45	2	127.0.0.1:4501	data_transfer_us	2540
ge_1000	stress_b32_run01	45	2	127.0.0.1:4501	response_transfer_us	1723
ge_1000	stress_b32_run01	45	2	127.0.0.1:4501	total_us	6948
ge_1000	stress_b32_run01	46	2	127.0.0.1:4501	request_queue_us	2545
near_1000_800_999	stress_b32_run01	46	2	127.0.0.1:4501	poller_queue_us	826
ge_1000	stress_b32_run01	46	2	127.0.0.1:4501	data_transfer_us	2539
ge_1000	stress_b32_run01	46	2	127.0.0.1:4501	response_transfer_us	1587
ge_1000	stress_b32_run01	46	2	127.0.0.1:4501	total_us	7007
ge_1000	stress_b32_run01	47	2	127.0.0.1:4501	request_queue_us	2733
around_500_400_799	stress_b32_run01	47	2	127.0.0.1:4501	poller_queue_us	672
ge_1000	stress_b32_run01	47	2	127.0.0.1:4501	data_transfer_us	2579
ge_1000	stress_b32_run01	47	2	127.0.0.1:4501	response_transfer_us	1509
ge_1000	stress_b32_run01	47	2	127.0.0.1:4501	total_us	7117
ge_1000	stress_b32_run01	48	2	127.0.0.1:4501	request_queue_us	2886
around_500_400_799	stress_b32_run01	48	2	127.0.0.1:4501	poller_queue_us	439
ge_1000	stress_b32_run01	48	2	127.0.0.1:4501	data_transfer_us	2539
ge_1000	stress_b32_run01	48	2	127.0.0.1:4501	response_transfer_us	1345
ge_1000	stress_b32_run01	48	2	127.0.0.1:4501	total_us	7174
ge_1000	stress_b32_run01	49	2	127.0.0.1:4501	request_queue_us	3117
ge_1000	stress_b32_run01	49	2	127.0.0.1:4501	data_transfer_us	2558
ge_1000	stress_b32_run01	49	2	127.0.0.1:4501	response_transfer_us	1127
ge_1000	stress_b32_run01	49	2	127.0.0.1:4501	total_us	7230
ge_1000	stress_b32_run01	50	2	127.0.0.1:4501	request_queue_us	3316
ge_1000	stress_b32_run01	50	2	127.0.0.1:4501	data_transfer_us	2684
near_1000_800_999	stress_b32_run01	50	2	127.0.0.1:4501	response_transfer_us	926
ge_1000	stress_b32_run01	50	2	127.0.0.1:4501	total_us	7310
ge_1000	stress_b32_run01	51	2	127.0.0.1:4501	request_queue_us	3466
ge_1000	stress_b32_run01	51	2	127.0.0.1:4501	poller_queue_us	2717
ge_1000	stress_b32_run01	51	2	127.0.0.1:4501	data_transfer_us	3700
ge_1000	stress_b32_run01	51	2	127.0.0.1:4501	response_transfer_us	3559
ge_1000	stress_b32_run01	51	2	127.0.0.1:4501	total_us	11086
ge_1000	stress_b32_run01	52	2	127.0.0.1:4501	request_queue_us	3665
ge_1000	stress_b32_run01	52	2	127.0.0.1:4501	poller_queue_us	2560
ge_1000	stress_b32_run01	52	2	127.0.0.1:4501	data_transfer_us	3795
ge_1000	stress_b32_run01	52	2	127.0.0.1:4501	response_transfer_us	3477
ge_1000	stress_b32_run01	52	2	127.0.0.1:4501	total_us	11223
ge_1000	stress_b32_run01	53	2	127.0.0.1:4501	request_queue_us	3821
ge_1000	stress_b32_run01	53	2	127.0.0.1:4501	poller_queue_us	2381
ge_1000	stress_b32_run01	53	2	127.0.0.1:4501	data_transfer_us	3842
ge_1000	stress_b32_run01	53	2	127.0.0.1:4501	response_transfer_us	3413
ge_1000	stress_b32_run01	53	2	127.0.0.1:4501	total_us	11387
ge_1000	stress_b32_run01	32	2	127.0.0.1:4502	request_queue_us	3998
ge_1000	stress_b32_run01	32	2	127.0.0.1:4502	poller_queue_us	2098
ge_1000	stress_b32_run01	32	2	127.0.0.1:4502	data_transfer_us	3863
ge_1000	stress_b32_run01	32	2	127.0.0.1:4502	response_transfer_us	3056
ge_1000	stress_b32_run01	32	2	127.0.0.1:4502	total_us	11466
ge_1000	stress_b32_run01	33	2	127.0.0.1:4502	request_queue_us	4280
ge_1000	stress_b32_run01	33	2	127.0.0.1:4502	poller_queue_us	1790
ge_1000	stress_b32_run01	33	2	127.0.0.1:4502	data_transfer_us	3995
ge_1000	stress_b32_run01	33	2	127.0.0.1:4502	response_transfer_us	2746
ge_1000	stress_b32_run01	33	2	127.0.0.1:4502	total_us	11559
ge_1000	stress_b32_run01	34	2	127.0.0.1:4502	request_queue_us	4586
ge_1000	stress_b32_run01	34	2	127.0.0.1:4502	poller_queue_us	1507
ge_1000	stress_b32_run01	34	2	127.0.0.1:4502	data_transfer_us	4117
ge_1000	stress_b32_run01	34	2	127.0.0.1:4502	response_transfer_us	2418
ge_1000	stress_b32_run01	34	2	127.0.0.1:4502	total_us	11639
ge_1000	stress_b32_run01	35	2	127.0.0.1:4502	request_queue_us	4867
ge_1000	stress_b32_run01	35	2	127.0.0.1:4502	poller_queue_us	1253
ge_1000	stress_b32_run01	35	2	127.0.0.1:4502	data_transfer_us	4280
ge_1000	stress_b32_run01	35	2	127.0.0.1:4502	response_transfer_us	2095
ge_1000	stress_b32_run01	35	2	127.0.0.1:4502	total_us	11727
ge_1000	stress_b32_run01	36	2	127.0.0.1:4502	request_queue_us	5118
ge_1000	stress_b32_run01	36	2	127.0.0.1:4502	poller_queue_us	1033
ge_1000	stress_b32_run01	36	2	127.0.0.1:4502	data_transfer_us	4368
ge_1000	stress_b32_run01	36	2	127.0.0.1:4502	response_transfer_us	2039
ge_1000	stress_b32_run01	36	2	127.0.0.1:4502	total_us	11923
ge_1000	stress_b32_run01	37	2	127.0.0.1:4502	request_queue_us	5337
near_1000_800_999	stress_b32_run01	37	2	127.0.0.1:4502	poller_queue_us	812
ge_1000	stress_b32_run01	37	2	127.0.0.1:4502	data_transfer_us	4403
ge_1000	stress_b32_run01	37	2	127.0.0.1:4502	response_transfer_us	1971
ge_1000	stress_b32_run01	37	2	127.0.0.1:4502	total_us	12103
ge_1000	stress_b32_run01	38	2	127.0.0.1:4502	request_queue_us	5556
around_500_400_799	stress_b32_run01	38	2	127.0.0.1:4502	poller_queue_us	567
ge_1000	stress_b32_run01	38	2	127.0.0.1:4502	data_transfer_us	4406
ge_1000	stress_b32_run01	38	2	127.0.0.1:4502	response_transfer_us	1938
ge_1000	stress_b32_run01	38	2	127.0.0.1:4502	total_us	12314
ge_1000	stress_b32_run01	39	2	127.0.0.1:4502	request_queue_us	5800
ge_1000	stress_b32_run01	39	2	127.0.0.1:4502	data_transfer_us	4431
ge_1000	stress_b32_run01	39	2	127.0.0.1:4502	response_transfer_us	1789
ge_1000	stress_b32_run01	39	2	127.0.0.1:4502	total_us	12509
ge_1000	stress_b32_run01	40	2	127.0.0.1:4502	request_queue_us	6076
ge_1000	stress_b32_run01	40	2	127.0.0.1:4502	data_transfer_us	4443
ge_1000	stress_b32_run01	40	2	127.0.0.1:4502	response_transfer_us	1704
ge_1000	stress_b32_run01	40	2	127.0.0.1:4502	total_us	12707
ge_1000	stress_b32_run01	41	2	127.0.0.1:4502	request_queue_us	6350
ge_1000	stress_b32_run01	41	2	127.0.0.1:4502	poller_queue_us	4403
ge_1000	stress_b32_run01	41	2	127.0.0.1:4502	data_transfer_us	6288
ge_1000	stress_b32_run01	41	2	127.0.0.1:4502	response_transfer_us	3950
ge_1000	stress_b32_run01	41	2	127.0.0.1:4502	total_us	17061
ge_1000	stress_b32_run01	42	2	127.0.0.1:4502	request_queue_us	6597
ge_1000	stress_b32_run01	42	2	127.0.0.1:4502	poller_queue_us	4165
ge_1000	stress_b32_run01	42	2	127.0.0.1:4502	data_transfer_us	6460
ge_1000	stress_b32_run01	42	2	127.0.0.1:4502	response_transfer_us	3612
ge_1000	stress_b32_run01	42	2	127.0.0.1:4502	total_us	17140
ge_1000	stress_b32_run01	43	2	127.0.0.1:4502	request_queue_us	6834
ge_1000	stress_b32_run01	43	2	127.0.0.1:4502	poller_queue_us	3932
ge_1000	stress_b32_run01	43	2	127.0.0.1:4502	data_transfer_us	6531
ge_1000	stress_b32_run01	43	2	127.0.0.1:4502	response_transfer_us	3477
ge_1000	stress_b32_run01	43	2	127.0.0.1:4502	total_us	17214
ge_1000	stress_b32_run01	44	2	127.0.0.1:4502	request_queue_us	7066
ge_1000	stress_b32_run01	44	2	127.0.0.1:4502	poller_queue_us	3693
ge_1000	stress_b32_run01	44	2	127.0.0.1:4502	data_transfer_us	6500
ge_1000	stress_b32_run01	44	2	127.0.0.1:4502	response_transfer_us	3353
ge_1000	stress_b32_run01	44	2	127.0.0.1:4502	total_us	17291
ge_1000	stress_b32_run01	45	2	127.0.0.1:4502	request_queue_us	7303
ge_1000	stress_b32_run01	45	2	127.0.0.1:4502	poller_queue_us	3418
ge_1000	stress_b32_run01	45	2	127.0.0.1:4502	data_transfer_us	6429
ge_1000	stress_b32_run01	45	2	127.0.0.1:4502	response_transfer_us	3216
ge_1000	stress_b32_run01	45	2	127.0.0.1:4502	total_us	17361
ge_1000	stress_b32_run01	46	2	127.0.0.1:4502	request_queue_us	7577
ge_1000	stress_b32_run01	46	2	127.0.0.1:4502	poller_queue_us	3144
ge_1000	stress_b32_run01	46	2	127.0.0.1:4502	data_transfer_us	6362
ge_1000	stress_b32_run01	46	2	127.0.0.1:4502	response_transfer_us	3087
ge_1000	stress_b32_run01	46	2	127.0.0.1:4502	total_us	17434
ge_1000	stress_b32_run01	47	2	127.0.0.1:4502	request_queue_us	7849
ge_1000	stress_b32_run01	47	2	127.0.0.1:4502	poller_queue_us	2919
ge_1000	stress_b32_run01	47	2	127.0.0.1:4502	data_transfer_us	6344
ge_1000	stress_b32_run01	47	2	127.0.0.1:4502	response_transfer_us	2952
ge_1000	stress_b32_run01	47	2	127.0.0.1:4502	total_us	17506
ge_1000	stress_b32_run01	48	2	127.0.0.1:4502	request_queue_us	8071
ge_1000	stress_b32_run01	48	2	127.0.0.1:4502	poller_queue_us	2718
ge_1000	stress_b32_run01	48	2	127.0.0.1:4502	data_transfer_us	6349
ge_1000	stress_b32_run01	48	2	127.0.0.1:4502	response_transfer_us	2824
ge_1000	stress_b32_run01	48	2	127.0.0.1:4502	total_us	17577
ge_1000	stress_b32_run01	49	2	127.0.0.1:4502	request_queue_us	8270
ge_1000	stress_b32_run01	49	2	127.0.0.1:4502	poller_queue_us	2485
ge_1000	stress_b32_run01	49	2	127.0.0.1:4502	data_transfer_us	6323
ge_1000	stress_b32_run01	49	2	127.0.0.1:4502	response_transfer_us	2689
ge_1000	stress_b32_run01	49	2	127.0.0.1:4502	total_us	17646
ge_1000	stress_b32_run01	50	2	127.0.0.1:4502	request_queue_us	8501
ge_1000	stress_b32_run01	50	2	127.0.0.1:4502	poller_queue_us	2303
ge_1000	stress_b32_run01	50	2	127.0.0.1:4502	data_transfer_us	6349
ge_1000	stress_b32_run01	50	2	127.0.0.1:4502	response_transfer_us	2550
ge_1000	stress_b32_run01	50	2	127.0.0.1:4502	total_us	17716
ge_1000	stress_b32_run01	51	2	127.0.0.1:4502	request_queue_us	8680
ge_1000	stress_b32_run01	51	2	127.0.0.1:4502	poller_queue_us	2070
ge_1000	stress_b32_run01	51	2	127.0.0.1:4502	data_transfer_us	6331
ge_1000	stress_b32_run01	51	2	127.0.0.1:4502	response_transfer_us	2380
ge_1000	stress_b32_run01	51	2	127.0.0.1:4502	total_us	17788
ge_1000	stress_b32_run01	52	2	127.0.0.1:4502	request_queue_us	8911
ge_1000	stress_b32_run01	52	2	127.0.0.1:4502	poller_queue_us	1888
ge_1000	stress_b32_run01	52	2	127.0.0.1:4502	data_transfer_us	6389
ge_1000	stress_b32_run01	52	2	127.0.0.1:4502	response_transfer_us	2228
ge_1000	stress_b32_run01	52	2	127.0.0.1:4502	total_us	17857
ge_1000	stress_b32_run01	53	2	127.0.0.1:4502	request_queue_us	9091
ge_1000	stress_b32_run01	53	2	127.0.0.1:4502	poller_queue_us	1665
ge_1000	stress_b32_run01	53	2	127.0.0.1:4502	data_transfer_us	6390
ge_1000	stress_b32_run01	53	2	127.0.0.1:4502	response_transfer_us	2089
ge_1000	stress_b32_run01	53	2	127.0.0.1:4502	total_us	17926
ge_1000	stress_b32_run01	54	2	127.0.0.1:4501	request_queue_us	9312
ge_1000	stress_b32_run01	54	2	127.0.0.1:4501	poller_queue_us	1377
ge_1000	stress_b32_run01	54	2	127.0.0.1:4501	data_transfer_us	6286
ge_1000	stress_b32_run01	54	2	127.0.0.1:4501	response_transfer_us	1974
ge_1000	stress_b32_run01	54	2	127.0.0.1:4501	total_us	17977
ge_1000	stress_b32_run01	55	2	127.0.0.1:4501	request_queue_us	9598
ge_1000	stress_b32_run01	55	2	127.0.0.1:4501	poller_queue_us	1167
ge_1000	stress_b32_run01	55	2	127.0.0.1:4501	data_transfer_us	6245
ge_1000	stress_b32_run01	55	2	127.0.0.1:4501	response_transfer_us	1842
ge_1000	stress_b32_run01	55	2	127.0.0.1:4501	total_us	18022
ge_1000	stress_b32_run01	56	2	127.0.0.1:4501	request_queue_us	9807
near_1000_800_999	stress_b32_run01	56	2	127.0.0.1:4501	poller_queue_us	953
ge_1000	stress_b32_run01	56	2	127.0.0.1:4501	data_transfer_us	6205
ge_1000	stress_b32_run01	56	2	127.0.0.1:4501	response_transfer_us	1740
ge_1000	stress_b32_run01	56	2	127.0.0.1:4501	total_us	18072
ge_1000	stress_b32_run01	57	2	127.0.0.1:4501	request_queue_us	10019
around_500_400_799	stress_b32_run01	57	2	127.0.0.1:4501	poller_queue_us	765
ge_1000	stress_b32_run01	57	2	127.0.0.1:4501	data_transfer_us	6174
ge_1000	stress_b32_run01	57	2	127.0.0.1:4501	response_transfer_us	1634
ge_1000	stress_b32_run01	57	2	127.0.0.1:4501	total_us	18120
ge_1000	stress_b32_run01	58	2	127.0.0.1:4501	request_queue_us	10194
around_500_400_799	stress_b32_run01	58	2	127.0.0.1:4501	poller_queue_us	512
ge_1000	stress_b32_run01	58	2	127.0.0.1:4501	data_transfer_us	6076
ge_1000	stress_b32_run01	58	2	127.0.0.1:4501	response_transfer_us	1525
ge_1000	stress_b32_run01	58	2	127.0.0.1:4501	total_us	18152
ge_1000	stress_b32_run01	59	2	127.0.0.1:4501	request_queue_us	10440
ge_1000	stress_b32_run01	59	2	127.0.0.1:4501	data_transfer_us	5992
ge_1000	stress_b32_run01	59	2	127.0.0.1:4501	response_transfer_us	1423
ge_1000	stress_b32_run01	59	2	127.0.0.1:4501	total_us	18192
ge_1000	stress_b32_run01	60	2	127.0.0.1:4501	request_queue_us	10662
ge_1000	stress_b32_run01	60	2	127.0.0.1:4501	data_transfer_us	5900
ge_1000	stress_b32_run01	60	2	127.0.0.1:4501	response_transfer_us	1313
ge_1000	stress_b32_run01	60	2	127.0.0.1:4501	total_us	18230
ge_1000	stress_b32_run01	61	2	127.0.0.1:4501	request_queue_us	10899
ge_1000	stress_b32_run01	61	2	127.0.0.1:4501	poller_queue_us	5804
ge_1000	stress_b32_run01	61	2	127.0.0.1:4501	data_transfer_us	7165
ge_1000	stress_b32_run01	61	2	127.0.0.1:4501	response_transfer_us	2427
ge_1000	stress_b32_run01	61	2	127.0.0.1:4501	total_us	20804
ge_1000	stress_b32_run01	62	2	127.0.0.1:4501	request_queue_us	11096
ge_1000	stress_b32_run01	62	2	127.0.0.1:4501	poller_queue_us	5651
ge_1000	stress_b32_run01	62	2	127.0.0.1:4501	data_transfer_us	7164
ge_1000	stress_b32_run01	62	2	127.0.0.1:4501	response_transfer_us	2327
ge_1000	stress_b32_run01	62	2	127.0.0.1:4501	total_us	20844
ge_1000	stress_b32_run01	63	2	127.0.0.1:4501	request_queue_us	11248
ge_1000	stress_b32_run01	63	2	127.0.0.1:4501	poller_queue_us	5484
ge_1000	stress_b32_run01	63	2	127.0.0.1:4501	data_transfer_us	7147
ge_1000	stress_b32_run01	63	2	127.0.0.1:4501	response_transfer_us	2222
ge_1000	stress_b32_run01	63	2	127.0.0.1:4501	total_us	20891
ge_1000	stress_b32_run01	64	2	127.0.0.1:4501	request_queue_us	11405
ge_1000	stress_b32_run01	64	2	127.0.0.1:4501	poller_queue_us	5318
ge_1000	stress_b32_run01	64	2	127.0.0.1:4501	data_transfer_us	7131
ge_1000	stress_b32_run01	64	2	127.0.0.1:4501	response_transfer_us	2125
ge_1000	stress_b32_run01	64	2	127.0.0.1:4501	total_us	20930
ge_1000	stress_b32_run01	54	2	127.0.0.1:4502	request_queue_us	11561
ge_1000	stress_b32_run01	54	2	127.0.0.1:4502	poller_queue_us	5118
ge_1000	stress_b32_run01	54	2	127.0.0.1:4502	data_transfer_us	7109
ge_1000	stress_b32_run01	54	2	127.0.0.1:4502	response_transfer_us	1984
ge_1000	stress_b32_run01	54	2	127.0.0.1:4502	total_us	21000
ge_1000	stress_b32_run01	55	2	127.0.0.1:4502	request_queue_us	11752
ge_1000	stress_b32_run01	55	2	127.0.0.1:4502	poller_queue_us	4934
ge_1000	stress_b32_run01	55	2	127.0.0.1:4502	data_transfer_us	7141
ge_1000	stress_b32_run01	55	2	127.0.0.1:4502	response_transfer_us	1840
ge_1000	stress_b32_run01	55	2	127.0.0.1:4502	total_us	21064
ge_1000	stress_b32_run01	56	2	127.0.0.1:4502	request_queue_us	11927
ge_1000	stress_b32_run01	56	2	127.0.0.1:4502	poller_queue_us	4724
ge_1000	stress_b32_run01	56	2	127.0.0.1:4502	data_transfer_us	7153
ge_1000	stress_b32_run01	56	2	127.0.0.1:4502	response_transfer_us	1672
ge_1000	stress_b32_run01	56	2	127.0.0.1:4502	total_us	21120
ge_1000	stress_b32_run01	57	2	127.0.0.1:4502	request_queue_us	12128
ge_1000	stress_b32_run01	57	2	127.0.0.1:4502	poller_queue_us	4524
ge_1000	stress_b32_run01	57	2	127.0.0.1:4502	data_transfer_us	7184
ge_1000	stress_b32_run01	57	2	127.0.0.1:4502	response_transfer_us	1543
ge_1000	stress_b32_run01	57	2	127.0.0.1:4502	total_us	21186
ge_1000	stress_b32_run01	58	2	127.0.0.1:4502	request_queue_us	12317
ge_1000	stress_b32_run01	58	2	127.0.0.1:4502	poller_queue_us	4332
ge_1000	stress_b32_run01	58	2	127.0.0.1:4502	data_transfer_us	7207
ge_1000	stress_b32_run01	58	2	127.0.0.1:4502	response_transfer_us	1404
ge_1000	stress_b32_run01	58	2	127.0.0.1:4502	total_us	21254
ge_1000	stress_b32_run01	59	2	127.0.0.1:4502	request_queue_us	12501
ge_1000	stress_b32_run01	59	2	127.0.0.1:4502	poller_queue_us	4148
ge_1000	stress_b32_run01	59	2	127.0.0.1:4502	data_transfer_us	7229
ge_1000	stress_b32_run01	59	2	127.0.0.1:4502	response_transfer_us	1265
ge_1000	stress_b32_run01	59	2	127.0.0.1:4502	total_us	21317
ge_1000	stress_b32_run01	60	2	127.0.0.1:4502	request_queue_us	12676
ge_1000	stress_b32_run01	60	2	127.0.0.1:4502	poller_queue_us	3973
ge_1000	stress_b32_run01	60	2	127.0.0.1:4502	data_transfer_us	7268
ge_1000	stress_b32_run01	60	2	127.0.0.1:4502	response_transfer_us	1126
ge_1000	stress_b32_run01	60	2	127.0.0.1:4502	total_us	21380
ge_1000	stress_b32_run01	61	2	127.0.0.1:4502	request_queue_us	12840
ge_1000	stress_b32_run01	61	2	127.0.0.1:4502	poller_queue_us	3735
ge_1000	stress_b32_run01	61	2	127.0.0.1:4502	data_transfer_us	7236
near_1000_800_999	stress_b32_run01	61	2	127.0.0.1:4502	response_transfer_us	993
ge_1000	stress_b32_run01	61	2	127.0.0.1:4502	total_us	21443
ge_1000	stress_b32_run01	62	2	127.0.0.1:4502	request_queue_us	13057
ge_1000	stress_b32_run01	62	2	127.0.0.1:4502	poller_queue_us	3551
ge_1000	stress_b32_run01	62	2	127.0.0.1:4502	data_transfer_us	7259
near_1000_800_999	stress_b32_run01	62	2	127.0.0.1:4502	response_transfer_us	860
ge_1000	stress_b32_run01	62	2	127.0.0.1:4502	total_us	21493
around_500_400_799	stress_b32_run01	65	0	127.0.0.1:4500	total_us	447
around_500_400_799	stress_b32_run01	66	0	127.0.0.1:4500	total_us	451
around_500_400_799	stress_b32_run01	69	0	127.0.0.1:4500	total_us	412
near_1000_800_999	stress_b32_run01	91	1	127.0.0.1:4501	total_us	833
around_500_400_799	stress_b32_run01	92	1	127.0.0.1:4501	taskworker_prepare_us	544
ge_1000	stress_b32_run01	92	1	127.0.0.1:4501	data_transfer_us	1147
ge_1000	stress_b32_run01	92	1	127.0.0.1:4501	total_us	2091
around_500_400_799	stress_b32_run01	97	0	127.0.0.1:4500	total_us	567
around_500_400_799	stress_b32_run01	100	0	127.0.0.1:4500	total_us	427
ge_1000	stress_b32_run01	93	2	127.0.0.1:4501	total_us	1035
around_500_400_799	stress_b32_run01	63	2	127.0.0.1:4502	taskworker_prepare_us	463
ge_1000	stress_b32_run01	63	2	127.0.0.1:4502	response_transfer_us	1259
ge_1000	stress_b32_run01	63	2	127.0.0.1:4502	total_us	2633
around_500_400_799	stress_b32_run01	64	2	127.0.0.1:4502	request_queue_us	738
around_500_400_799	stress_b32_run01	64	2	127.0.0.1:4502	data_transfer_us	694
around_500_400_799	stress_b32_run01	64	2	127.0.0.1:4502	response_transfer_us	697
ge_1000	stress_b32_run01	64	2	127.0.0.1:4502	total_us	2666
near_1000_800_999	stress_b32_run01	65	2	127.0.0.1:4502	request_queue_us	973
near_1000_800_999	stress_b32_run01	65	2	127.0.0.1:4502	data_transfer_us	936
ge_1000	stress_b32_run01	65	2	127.0.0.1:4502	response_transfer_us	1683
ge_1000	stress_b32_run01	65	2	127.0.0.1:4502	total_us	4011
ge_1000	stress_b32_run01	66	2	127.0.0.1:4502	request_queue_us	1167
near_1000_800_999	stress_b32_run01	66	2	127.0.0.1:4502	poller_queue_us	901
ge_1000	stress_b32_run01	66	2	127.0.0.1:4502	data_transfer_us	1327
ge_1000	stress_b32_run01	66	2	127.0.0.1:4502	response_transfer_us	1173
ge_1000	stress_b32_run01	66	2	127.0.0.1:4502	total_us	4084
ge_1000	stress_b32_run01	67	2	127.0.0.1:4502	request_queue_us	1422
around_500_400_799	stress_b32_run01	67	2	127.0.0.1:4502	poller_queue_us	694
ge_1000	stress_b32_run01	67	2	127.0.0.1:4502	data_transfer_us	1384
ge_1000	stress_b32_run01	67	2	127.0.0.1:4502	response_transfer_us	1007
ge_1000	stress_b32_run01	67	2	127.0.0.1:4502	total_us	4159
ge_1000	stress_b32_run01	68	2	127.0.0.1:4502	request_queue_us	1628
around_500_400_799	stress_b32_run01	68	2	127.0.0.1:4502	poller_queue_us	512
ge_1000	stress_b32_run01	68	2	127.0.0.1:4502	data_transfer_us	1418
near_1000_800_999	stress_b32_run01	68	2	127.0.0.1:4502	response_transfer_us	886
ge_1000	stress_b32_run01	68	2	127.0.0.1:4502	total_us	4260
ge_1000	stress_b32_run01	69	2	127.0.0.1:4502	request_queue_us	1809
ge_1000	stress_b32_run01	69	2	127.0.0.1:4502	data_transfer_us	1403
around_500_400_799	stress_b32_run01	69	2	127.0.0.1:4502	response_transfer_us	724
ge_1000	stress_b32_run01	69	2	127.0.0.1:4502	total_us	4336
ge_1000	stress_b32_run01	70	2	127.0.0.1:4502	request_queue_us	2042
ge_1000	stress_b32_run01	70	2	127.0.0.1:4502	data_transfer_us	1508
around_500_400_799	stress_b32_run01	70	2	127.0.0.1:4502	response_transfer_us	555
ge_1000	stress_b32_run01	70	2	127.0.0.1:4502	total_us	4443
ge_1000	stress_b32_run01	71	2	127.0.0.1:4502	request_queue_us	2222
ge_1000	stress_b32_run01	71	2	127.0.0.1:4502	poller_queue_us	1414
ge_1000	stress_b32_run01	71	2	127.0.0.1:4502	data_transfer_us	2046
ge_1000	stress_b32_run01	71	2	127.0.0.1:4502	response_transfer_us	1117
ge_1000	stress_b32_run01	71	2	127.0.0.1:4502	total_us	5812
ge_1000	stress_b32_run01	94	2	127.0.0.1:4501	request_queue_us	2473
around_500_400_799	stress_b32_run01	94	2	127.0.0.1:4501	taskworker_prepare_us	551
near_1000_800_999	stress_b32_run01	94	2	127.0.0.1:4501	poller_queue_us	861
ge_1000	stress_b32_run01	94	2	127.0.0.1:4501	data_transfer_us	1748
near_1000_800_999	stress_b32_run01	94	2	127.0.0.1:4501	response_transfer_us	957
ge_1000	stress_b32_run01	94	2	127.0.0.1:4501	total_us	5886
ge_1000	stress_b32_run01	95	2	127.0.0.1:4501	request_queue_us	3023
around_500_400_799	stress_b32_run01	95	2	127.0.0.1:4501	poller_queue_us	600
ge_1000	stress_b32_run01	95	2	127.0.0.1:4501	data_transfer_us	1715
near_1000_800_999	stress_b32_run01	95	2	127.0.0.1:4501	response_transfer_us	831
ge_1000	stress_b32_run01	95	2	127.0.0.1:4501	total_us	5991
ge_1000	stress_b32_run01	96	2	127.0.0.1:4501	request_queue_us	3283
ge_1000	stress_b32_run01	96	2	127.0.0.1:4501	data_transfer_us	1746
around_500_400_799	stress_b32_run01	96	2	127.0.0.1:4501	response_transfer_us	657
ge_1000	stress_b32_run01	96	2	127.0.0.1:4501	total_us	6072
ge_1000	stress_b32_run01	97	2	127.0.0.1:4501	request_queue_us	3510
ge_1000	stress_b32_run01	97	2	127.0.0.1:4501	data_transfer_us	1762
around_500_400_799	stress_b32_run01	97	2	127.0.0.1:4501	response_transfer_us	501
ge_1000	stress_b32_run01	97	2	127.0.0.1:4501	total_us	6180
ge_1000	stress_b32_run01	98	2	127.0.0.1:4501	request_queue_us	3757
ge_1000	stress_b32_run01	98	2	127.0.0.1:4501	poller_queue_us	1661
ge_1000	stress_b32_run01	98	2	127.0.0.1:4501	data_transfer_us	2241
ge_1000	stress_b32_run01	98	2	127.0.0.1:4501	response_transfer_us	2566
